"date","Temperature_in_degree_celsius","Precipitation_in_mm","Humidity_percent","Solar_radiation_kWh_m2"
1981-01-01,26.82,0.13,75.64,19.62
1981-01-02,26.83,0.04,72.19,19.62
1981-01-03,26.27,0.18,74.15,19.62
1981-01-04,25.94,0.13,74.89,19.62
1981-01-05,26.17,0.19,73.34,19.62
1981-01-06,26.31,23.41,81.78,19.62
1981-01-07,26.56,9.99,82.07,19.62
1981-01-08,26.59,22.22,82.92,19.62
1981-01-09,26.66,7.52,80.99,19.62
1981-01-10,26.56,4,78.06,19.62
1981-01-11,26.58,0.36,73.74,19.62
1981-01-12,26.43,0.14,75.85,19.62
1981-01-13,26.7,0.65,75.08,19.62
1981-01-14,26.48,0.15,76.21,19.62
1981-01-15,26.26,0.1,71.35,19.62
1981-01-16,26.36,0.07,75.06,19.62
1981-01-17,26.25,0.24,75.51,19.62
1981-01-18,26.1,0.29,75.79,19.62
1981-01-19,26.31,0.1,73.52,19.62
1981-01-20,26.61,0.11,74.52,19.62
1981-01-21,26.72,0.5,74.63,19.62
1981-01-22,26.57,1.37,78.08,19.62
1981-01-23,26.62,0.18,78.82,19.62
1981-01-24,26.84,0.11,74.86,19.62
1981-01-25,26.85,0.12,71.11,19.62
1981-01-26,26.44,0.15,73.03,19.62
1981-01-27,26.24,0.13,75.69,19.62
1981-01-28,26.48,0.2,74.21,19.62
1981-01-29,26.69,0.16,76.39,19.62
1981-01-30,27.48,1.38,77.73,19.62
1981-01-31,26.68,15.87,78.17,19.62
1981-02-01,26.81,13.68,78.52,19.62
1981-02-02,27.13,4.94,77.72,19.62
1981-02-03,26.57,0.72,74.55,19.62
1981-02-04,26.57,0.39,71.88,19.62
1981-02-05,26.36,0.06,71.99,19.62
1981-02-06,26.6,0.01,71.44,19.62
1981-02-07,26.87,0,72.58,19.62
1981-02-08,26.69,0.01,75.25,19.62
1981-02-09,26.63,0,74.77,19.62
1981-02-10,26.85,0.11,73.69,19.62
1981-02-11,26.7,0.09,74.13,19.62
1981-02-12,26.5,0.2,74.13,19.62
1981-02-13,27.06,0.46,72.83,19.62
1981-02-14,27.33,0.64,76.07,19.62
1981-02-15,27.51,0.42,78.95,19.62
1981-02-16,27.01,0.98,74.4,19.62
1981-02-17,27.05,0.65,73,19.62
1981-02-18,26.91,1.26,71.47,19.62
1981-02-19,26.41,2.03,74.79,19.62
1981-02-20,26.42,0.08,74.76,19.62
1981-02-21,26.44,0.05,75.54,19.62
1981-02-22,26.78,0.89,78.2,19.62
1981-02-23,27.45,2.13,77.7,19.62
1981-02-24,27.62,0.64,77.71,19.62
1981-02-25,27.45,2.87,76.71,19.62
1981-02-26,27.24,2.35,74.99,19.62
1981-02-27,27.09,3.34,73.31,19.62
1981-02-28,27.07,5.74,74.37,19.62
1981-03-01,27.17,0.94,76.5,19.62
1981-03-02,26.8,2.74,78.69,19.62
1981-03-03,26.1,15.6,79.25,19.62
1981-03-04,24.66,22.06,82.57,19.62
1981-03-05,25.02,24.94,85.36,19.62
1981-03-06,27.03,17.33,84.91,19.62
1981-03-07,27.42,0.57,78.6,19.62
1981-03-08,27.29,0.3,74.43,19.62
1981-03-09,27.69,0.43,76,19.62
1981-03-10,27.16,7.41,83.3,19.62
1981-03-11,27.1,0.2,75.68,19.62
1981-03-12,26.5,0.28,68.43,19.62
1981-03-13,26.4,0.24,74,19.62
1981-03-14,27.17,0.45,75.22,19.62
1981-03-15,27.32,1.65,79.46,19.62
1981-03-16,27.38,2.52,76.68,19.62
1981-03-17,26.77,3.05,79.06,19.62
1981-03-18,26.52,2.14,79.47,19.62
1981-03-19,26.52,1.87,77.52,19.62
1981-03-20,26.22,0.85,79.43,19.62
1981-03-21,26.55,1.34,80.75,19.62
1981-03-22,26.4,0.75,79.75,19.62
1981-03-23,26.77,2.47,80.79,19.62
1981-03-24,26.25,6.07,84.93,19.62
1981-03-25,26.6,4.38,79.29,19.62
1981-03-26,26.76,2.25,79.72,19.62
1981-03-27,26.52,7.67,76.55,19.62
1981-03-28,26.5,4.75,79.19,19.62
1981-03-29,26.55,1.32,77.95,19.62
1981-03-30,26.99,0.97,79.93,19.62
1981-03-31,27.09,1.57,81.86,19.62
1981-04-01,27.17,2.55,83.92,19.62
1981-04-02,27.11,0.83,84.68,19.62
1981-04-03,27.3,1.21,86.21,19.62
1981-04-04,27.51,1.05,82.12,19.62
1981-04-05,27.66,0.44,77.49,19.62
1981-04-06,27.51,0.53,73.42,19.62
1981-04-07,27.11,0.11,78.78,19.62
1981-04-08,27.11,0.97,81.7,19.62
1981-04-09,26.98,19.08,84.47,19.62
1981-04-10,27.09,26.38,84.11,19.62
1981-04-11,26.51,16.22,85.98,19.62
1981-04-12,25.73,10.74,83.64,19.62
1981-04-13,25.75,28.46,85.39,19.62
1981-04-14,26.5,32.37,87.16,19.62
1981-04-15,26.59,25.04,86.95,19.62
1981-04-16,26.48,33.27,80.65,19.62
1981-04-17,25.48,7.67,83.09,19.62
1981-04-18,24.45,0.09,79.34,19.62
1981-04-19,24.69,0.24,78.79,19.62
1981-04-20,24.69,1.11,76.59,19.62
1981-04-21,25.1,3.29,80.96,19.62
1981-04-22,24.29,6.47,82.67,19.62
1981-04-23,24.55,5.69,83.8,19.62
1981-04-24,24.92,0.87,83.6,19.62
1981-04-25,25.61,1.26,78.8,19.62
1981-04-26,25.46,4.46,81.25,19.62
1981-04-27,25.54,4.89,85.74,19.62
1981-04-28,25.23,4.37,84.13,19.62
1981-04-29,24.59,4.48,84.46,19.62
1981-04-30,24.35,1.81,84.86,19.62
1981-05-01,24.72,0.66,84.65,19.62
1981-05-02,25,7.42,82.4,19.62
1981-05-03,24.52,3.94,81.53,19.62
1981-05-04,24.33,3.55,82.27,19.62
1981-05-05,24.87,7.61,82.4,19.62
1981-05-06,24.82,1.89,81.25,19.62
1981-05-07,24.17,2.25,86.59,19.62
1981-05-08,24.92,0.19,84.16,19.62
1981-05-09,25.02,0.23,80,19.62
1981-05-10,25.13,1.76,77.95,19.62
1981-05-11,25.25,3.2,79.4,19.62
1981-05-12,25,4.43,80.2,19.62
1981-05-13,24.45,1.41,84.36,19.62
1981-05-14,24.19,0.11,80.59,19.62
1981-05-15,23.12,0.12,78.23,19.62
1981-05-16,22.79,0.02,75.34,19.62
1981-05-17,22.83,0.22,72.11,19.62
1981-05-18,22.39,0.12,68.31,19.62
1981-05-19,22.58,0.23,68.18,19.62
1981-05-20,22.58,0.24,71.39,19.62
1981-05-21,22.99,2.26,72.73,19.62
1981-05-22,23.2,2.15,75.91,19.62
1981-05-23,22.64,0.27,77.46,19.62
1981-05-24,22.61,0.19,70.04,19.62
1981-05-25,22.16,1.96,75.48,19.62
1981-05-26,22.81,3.1,71.26,19.62
1981-05-27,23.03,1.68,68.88,19.62
1981-05-28,23.37,1.24,64.28,19.62
1981-05-29,22.83,1.49,71.21,19.62
1981-05-30,22.86,1.49,71.99,19.62
1981-05-31,22.71,1.14,75.54,19.62
1981-06-01,22.74,0.25,74.32,19.62
1981-06-02,23.09,1.06,71.18,19.62
1981-06-03,23.56,0.8,67.64,19.62
1981-06-04,23.18,1.48,72.37,19.62
1981-06-05,22.99,0.06,73.21,19.62
1981-06-06,22.99,0.37,74.34,19.62
1981-06-07,23.26,0.24,78.26,19.62
1981-06-08,23.42,0.77,79.77,19.62
1981-06-09,23.61,0.46,82.48,19.62
1981-06-10,24.07,0.01,74.77,19.62
1981-06-11,23.4,0.05,73.65,19.62
1981-06-12,22.76,1.65,82.8,19.62
1981-06-13,22.38,1.94,80.23,19.62
1981-06-14,21.74,0.18,74.58,19.62
1981-06-15,21.88,0.03,73.35,19.62
1981-06-16,22.43,0.12,78.98,19.62
1981-06-17,23.25,1.1,78.67,19.62
1981-06-18,22.73,2.49,79.61,19.62
1981-06-19,21.11,0.35,71.61,19.62
1981-06-20,21.73,1.25,66.8,19.62
1981-06-21,22.57,1.79,67.87,19.62
1981-06-22,22.52,0.84,70.09,19.62
1981-06-23,22.14,1.99,68.86,19.62
1981-06-24,21.55,0.53,71.57,19.62
1981-06-25,21.73,0.47,74.63,19.62
1981-06-26,21.56,0.04,75.81,19.62
1981-06-27,22.07,0.12,74.03,19.62
1981-06-28,22.72,0.37,75.64,19.62
1981-06-29,22.89,3.55,79.84,19.62
1981-06-30,21.94,1.35,78.15,19.62
1981-07-01,20.51,0.03,73.78,19.62
1981-07-02,20.82,0.54,74.54,19.62
1981-07-03,21.28,1.61,72.93,19.62
1981-07-04,21.24,1.03,71.81,19.62
1981-07-05,21.15,0.59,79.81,19.62
1981-07-06,21.54,1.1,79.87,19.62
1981-07-07,21.83,1.2,78.76,19.62
1981-07-08,22.61,1.21,79.82,19.62
1981-07-09,22.64,0.94,76.74,19.62
1981-07-10,22.28,2.23,77.34,19.62
1981-07-11,21.33,5.53,79.64,19.62
1981-07-12,20.39,0.47,74.56,19.62
1981-07-13,20.2,0.08,64.82,19.62
1981-07-14,20.47,1.13,63.71,19.62
1981-07-15,20.66,0.32,64.86,19.62
1981-07-16,21.13,0.2,62.83,19.62
1981-07-17,20.76,0.17,67.69,19.62
1981-07-18,20.46,0.13,69.62,19.62
1981-07-19,20.59,0.42,70.24,19.62
1981-07-20,20.82,0.52,75.71,19.62
1981-07-21,21.69,0.91,76.46,19.62
1981-07-22,21.49,1.43,74.89,19.62
1981-07-23,21.27,2.91,71.06,19.62
1981-07-24,21.09,2.27,74.74,19.62
1981-07-25,21.37,1.02,72.75,19.62
1981-07-26,20.99,0.11,73.32,19.62
1981-07-27,20.48,1.47,73.08,19.62
1981-07-28,20.29,0.45,65.64,19.62
1981-07-29,20.94,1.65,66.67,19.62
1981-07-30,21.66,1.76,66.4,19.62
1981-07-31,21.51,2.52,67.32,19.62
1981-08-01,21.39,2.36,68.82,19.62
1981-08-02,21.2,1.83,74.35,19.62
1981-08-03,21.78,2.79,73.84,19.62
1981-08-04,21.97,2.39,73.91,19.62
1981-08-05,21.55,3.2,76.54,19.62
1981-08-06,21.79,1.31,72.63,19.62
1981-08-07,21.43,0.87,74.17,19.62
1981-08-08,21.39,0.29,78.1,19.62
1981-08-09,21.51,0.96,76.55,19.62
1981-08-10,21.14,1.61,79.21,19.62
1981-08-11,21.2,1.1,80.26,19.62
1981-08-12,21.39,2.51,75.92,19.62
1981-08-13,21.07,1.45,76.33,19.62
1981-08-14,21.23,0.81,73.59,19.62
1981-08-15,21.78,0.57,71.29,19.62
1981-08-16,21.92,0.42,73.94,19.62
1981-08-17,21.85,1.05,81.46,19.62
1981-08-18,22.13,0.71,80.48,19.62
1981-08-19,21.95,0.16,78.26,19.62
1981-08-20,21.26,2.22,82.56,19.62
1981-08-21,21.26,1.43,81.61,19.62
1981-08-22,20.74,0.58,73.52,19.62
1981-08-23,20.02,0.13,71.34,19.62
1981-08-24,19.94,0.22,71.51,19.62
1981-08-25,21.13,0.43,68.04,19.62
1981-08-26,21.54,0.33,67.97,19.62
1981-08-27,21.61,0.47,70.93,19.62
1981-08-28,21.48,0.42,70.78,19.62
1981-08-29,21.72,0.41,70.01,19.62
1981-08-30,21.57,0.45,76.42,19.62
1981-08-31,21.03,0.03,78.76,19.62
1981-09-01,20.89,0.17,80.93,19.62
1981-09-02,20.8,0.23,71.14,19.62
1981-09-03,20.26,0.34,67.06,19.62
1981-09-04,20.59,0.57,71.91,19.62
1981-09-05,20.53,0.24,74.68,19.62
1981-09-06,20.03,0.77,66.02,19.62
1981-09-07,20.43,0.66,68.91,19.62
1981-09-08,21.12,1.79,72.97,19.62
1981-09-09,21.16,3.01,80.77,19.62
1981-09-10,22.1,2.37,79.58,19.62
1981-09-11,22.02,1.65,80.31,19.62
1981-09-12,21.58,0.54,79.35,19.62
1981-09-13,21.73,1.15,77.83,19.62
1981-09-14,21.5,0.41,74.12,19.62
1981-09-15,21.27,0.36,69.03,19.62
1981-09-16,21.26,0.24,69.93,19.62
1981-09-17,21.69,0.35,74.45,19.62
1981-09-18,21.82,0.76,76.8,19.62
1981-09-19,21.61,0.65,74.02,19.62
1981-09-20,21.83,0.57,72.11,19.62
1981-09-21,22.34,0.21,73.43,19.62
1981-09-22,22.79,0.58,64.48,19.62
1981-09-23,22.33,0.95,72.39,19.62
1981-09-24,22.23,0.5,76.24,19.62
1981-09-25,21.81,0.26,74.16,19.62
1981-09-26,22.03,0.4,74.45,19.62
1981-09-27,22.16,0.3,72.32,19.62
1981-09-28,22.4,1.27,71.67,19.62
1981-09-29,22.41,0.75,69.72,19.62
1981-09-30,22.48,2.37,76.24,19.62
1981-10-01,22.65,1.73,73.55,19.62
1981-10-02,22.6,0.2,73.18,19.62
1981-10-03,22.61,3.05,79.73,19.62
1981-10-04,23.21,1.25,80.88,19.62
1981-10-05,23.42,0.97,76.44,19.62
1981-10-06,23.41,1.44,77.49,19.62
1981-10-07,23.28,1.86,81.27,19.62
1981-10-08,23.01,2.58,81.13,19.62
1981-10-09,23.13,0.01,73.58,19.62
1981-10-10,23.06,0.08,73.51,19.62
1981-10-11,23.06,0.22,75.49,19.62
1981-10-12,23.3,6.25,81.3,19.62
1981-10-13,23.87,2.52,83.21,19.62
1981-10-14,24.02,0.77,78.03,19.62
1981-10-15,23.43,1.14,78.7,19.62
1981-10-16,23.31,1.36,78.18,19.62
1981-10-17,22.99,0.76,77.68,19.62
1981-10-18,22.49,0.48,68.69,19.62
1981-10-19,22.63,0.79,66.39,19.62
1981-10-20,23.37,0.8,63.84,19.62
1981-10-21,22.53,0.7,71.79,19.62
1981-10-22,22.12,1.16,77.76,19.62
1981-10-23,22.19,0.09,75,19.62
1981-10-24,22.44,0.06,72.74,19.62
1981-10-25,22.53,0.05,71.71,19.62
1981-10-26,22.61,0.25,69.79,19.62
1981-10-27,22.89,0.09,70.32,19.62
1981-10-28,22.68,0.01,74.67,19.62
1981-10-29,22.75,0.06,77.65,19.62
1981-10-30,23.27,0.19,73.61,19.62
1981-10-31,22.94,0.25,67.24,19.62
1981-11-01,23.41,0.54,67.11,19.62
1981-11-02,23.66,0.52,70.13,19.62
1981-11-03,23.79,0.32,68.83,19.62
1981-11-04,23.73,0.18,66.98,19.62
1981-11-05,23.69,0.35,65.99,19.62
1981-11-06,23.76,0.02,64.36,19.62
1981-11-07,23.78,0.2,67.51,19.62
1981-11-08,24,0.02,70.92,19.62
1981-11-09,23.9,0.19,75.24,19.62
1981-11-10,23.9,0.28,76.14,19.62
1981-11-11,23.82,0.25,75.34,19.62
1981-11-12,23.87,0.84,74.36,19.62
1981-11-13,24.19,1.16,70.84,19.62
1981-11-14,24.14,0.13,71.02,19.62
1981-11-15,23.98,0.1,75.06,19.62
1981-11-16,23.71,0.75,77.85,19.62
1981-11-17,23.91,1.36,76.65,19.62
1981-11-18,24.29,0.93,75.91,19.62
1981-11-19,24.75,0.08,74.15,19.62
1981-11-20,24.17,0.09,78.92,19.62
1981-11-21,24.48,0.07,74.86,19.62
1981-11-22,24.34,1.38,73.81,19.62
1981-11-23,24.37,16.4,75.78,19.62
1981-11-24,24.49,8.11,75.96,19.62
1981-11-25,24.61,1.73,75.48,19.62
1981-11-26,24.57,22.12,76.91,19.62
1981-11-27,24.24,11.98,78.56,19.62
1981-11-28,24.95,0.57,72.59,19.62
1981-11-29,24.75,0.34,70.56,19.62
1981-11-30,25.11,0.27,65.78,19.62
1981-12-01,25.42,0.89,69.07,19.62
1981-12-02,24.87,10.48,79.63,19.62
1981-12-03,25.12,24.95,86.42,19.62
1981-12-04,25.36,3.66,86.68,19.62
1981-12-05,25.48,1.16,87.4,19.62
1981-12-06,25.88,0.42,83.49,19.62
1981-12-07,25.84,0.59,82.7,19.62
1981-12-08,25.7,1.93,79.49,19.62
1981-12-09,25.59,0.7,77.11,19.62
1981-12-10,25.69,0.26,74.14,19.62
1981-12-11,25.81,0.56,72.94,19.62
1981-12-12,25.93,0.18,74.79,19.62
1981-12-13,26.15,1.66,78.71,19.62
1981-12-14,26.09,3.9,77.34,19.62
1981-12-15,25.96,1.64,74.75,19.62
1981-12-16,25.83,2.76,77.96,19.62
1981-12-17,25.99,0.9,75.95,19.62
1981-12-18,25.91,0.45,75.14,19.62
1981-12-19,25.63,0.52,73.7,19.62
1981-12-20,25.81,0.22,70.51,19.62
1981-12-21,25.19,0.34,75.31,19.62
1981-12-22,25.53,0.61,74.44,19.62
1981-12-23,25.72,0.48,73.86,19.62
1981-12-24,25.72,0.16,76.24,19.62
1981-12-25,25.81,0.26,73.52,19.62
1981-12-26,26.42,0.68,70.52,19.62
1981-12-27,26.92,0.49,68.15,19.62
1981-12-28,26.47,0.65,70.08,19.62
1981-12-29,26.05,0.88,73.93,19.62
1981-12-30,26.41,2.38,73.17,19.62
1981-12-31,26.04,2.8,76.63,19.62
1982-01-01,25.94,1.11,78.17,19.62
1982-01-02,25.82,0.9,75.53,19.62
1982-01-03,25.8,0.41,73.22,19.62
1982-01-04,26.08,1.47,72.02,19.62
1982-01-05,26.1,0.91,74.84,19.62
1982-01-06,26.6,1.97,76.92,19.62
1982-01-07,26.05,33.05,81.6,19.62
1982-01-08,26.77,5.21,80.26,19.62
1982-01-09,26.26,20.51,82.9,19.62
1982-01-10,25.96,12.31,80.43,19.62
1982-01-11,26.45,2.68,78.03,19.62
1982-01-12,26.4,2.14,78.5,19.62
1982-01-13,25.88,12.58,79.6,19.62
1982-01-14,26.32,3.68,80.01,19.62
1982-01-15,26.46,1.57,79.81,19.62
1982-01-16,26.27,3.33,78.26,19.62
1982-01-17,26.32,6.26,79.85,19.62
1982-01-18,25.97,3.36,80.45,19.62
1982-01-19,26.13,2.64,81.71,19.62
1982-01-20,26.61,5.32,79.97,19.62
1982-01-21,27.09,2.71,79.38,19.62
1982-01-22,26.95,2.59,81.32,19.62
1982-01-23,26.97,0.82,78,19.62
1982-01-24,26.97,0.16,74.52,19.62
1982-01-25,26.43,0.33,81.5,19.62
1982-01-26,26.73,0.56,80.9,19.62
1982-01-27,27.43,0.83,79.23,19.62
1982-01-28,27.52,1.15,73.58,19.62
1982-01-29,27.87,3.05,72.54,19.62
1982-01-30,27.6,4.36,79.37,19.62
1982-01-31,27.77,1.09,76.84,19.62
1982-02-01,27.3,1.86,82.09,19.62
1982-02-02,27.54,10.26,82.82,19.62
1982-02-03,26.83,2.43,81.69,19.62
1982-02-04,26.77,1.03,74.47,19.62
1982-02-05,26.43,7.3,78.51,19.62
1982-02-06,26.25,24.54,81.41,19.62
1982-02-07,26.11,13.2,83.49,19.62
1982-02-08,25.86,20.11,85.74,19.62
1982-02-09,25.98,3.65,85.27,19.62
1982-02-10,25.78,4.35,84.23,19.62
1982-02-11,25.76,1.5,84.55,19.62
1982-02-12,25.54,2.36,82.65,19.62
1982-02-13,25.85,3.78,80.69,19.62
1982-02-14,26.14,0.29,79.94,19.62
1982-02-15,26.12,1.41,80.2,19.62
1982-02-16,26.08,2.34,76.08,19.62
1982-02-17,26.07,1.16,74.89,19.62
1982-02-18,26.28,7.23,77.61,19.62
1982-02-19,26.09,8.34,81.34,19.62
1982-02-20,25.79,20.56,83.21,19.62
1982-02-21,25.55,33.43,87.77,19.62
1982-02-22,25.91,15.43,87.35,19.62
1982-02-23,25.93,21.12,89.03,19.62
1982-02-24,26.06,9.6,84.8,19.62
1982-02-25,26.19,0.72,86.47,19.62
1982-02-26,26.24,1.82,87.09,19.62
1982-02-27,25.92,0.44,82.83,19.62
1982-02-28,25.44,0.11,80.36,19.62
1982-03-01,25.31,0.18,78.88,19.62
1982-03-02,25.29,1.11,76.71,19.62
1982-03-03,25.26,1.81,76.8,19.62
1982-03-04,25.37,1.09,79.13,19.62
1982-03-05,25.74,0.35,77.38,19.62
1982-03-06,25.49,11.78,82.73,19.62
1982-03-07,25.85,35.04,85.07,19.62
1982-03-08,26.2,7.03,86.45,19.62
1982-03-09,26.44,7.86,84.7,19.62
1982-03-10,26.39,1.45,81.4,19.62
1982-03-11,26.16,3.24,81.07,19.62
1982-03-12,25.86,0.95,79.57,19.62
1982-03-13,26.1,4.63,77.93,19.62
1982-03-14,26.22,14.93,80.77,19.62
1982-03-15,26.05,1.17,79.39,19.62
1982-03-16,25.99,2.36,80.16,19.62
1982-03-17,26.06,5.02,80.46,19.62
1982-03-18,26.82,1.54,80.61,19.62
1982-03-19,25.98,0.96,78.45,19.62
1982-03-20,26.14,0.99,77.11,19.62
1982-03-21,25.82,4.42,79.3,19.62
1982-03-22,25.43,1.12,77.97,19.62
1982-03-23,25.26,2.39,78.07,19.62
1982-03-24,25.19,1.45,81.76,19.62
1982-03-25,25.95,4.82,81.27,19.62
1982-03-26,26.13,4.83,82.84,19.62
1982-03-27,26.52,1.34,78.62,19.62
1982-03-28,25.88,1.03,79.08,19.62
1982-03-29,25.29,5.09,82.92,19.62
1982-03-30,25.02,1.19,77.16,19.62
1982-03-31,25.11,0.84,80.05,19.62
1982-04-01,25.51,0.27,81.69,19.62
1982-04-02,25.67,0.38,80.3,19.62
1982-04-03,26.39,1.74,80.42,19.62
1982-04-04,26.18,1.89,80.32,19.62
1982-04-05,25.66,0.69,81.66,19.62
1982-04-06,24.9,3.2,80.17,19.62
1982-04-07,25.28,1.91,76.51,19.62
1982-04-08,25.56,8.72,80.09,19.62
1982-04-09,25.65,15.22,80.25,19.62
1982-04-10,25.25,17.26,84.53,19.62
1982-04-11,25.29,1.95,85.46,19.62
1982-04-12,25.02,0.39,84.09,19.62
1982-04-13,24.19,0.24,81.28,19.62
1982-04-14,23.75,0.37,74.71,19.62
1982-04-15,24.32,0.61,75.34,19.62
1982-04-16,24.69,0.25,76.1,19.62
1982-04-17,25.19,0.6,78.84,19.62
1982-04-18,25.51,5.07,84.82,19.62
1982-04-19,25.41,5.7,84.64,19.62
1982-04-20,24.91,1.68,81.45,19.62
1982-04-21,24.38,1.73,81.51,19.62
1982-04-22,24.92,1.19,81.77,19.62
1982-04-23,25.4,0.77,78.26,19.62
1982-04-24,24.25,0.48,77.04,19.62
1982-04-25,24.31,0.96,70.83,19.62
1982-04-26,24.97,0.44,69.53,19.62
1982-04-27,24.91,0.99,68.89,19.62
1982-04-28,24.87,1.64,73.06,19.62
1982-04-29,25.25,5.33,78.45,19.62
1982-04-30,25.3,0.67,78.26,19.62
1982-05-01,25.18,1.46,79.98,19.62
1982-05-02,25.43,9.13,81.42,19.62
1982-05-03,25.62,2.78,83.2,19.62
1982-05-04,25.2,3.7,81.29,19.62
1982-05-05,24.58,0.36,77.17,19.62
1982-05-06,24.3,0.93,68.97,19.62
1982-05-07,24.26,3.19,67.21,19.62
1982-05-08,23.97,3.4,65.64,19.62
1982-05-09,24.24,1.3,65.61,19.62
1982-05-10,24.17,6.51,77.47,19.62
1982-05-11,24.61,9.99,87.41,19.62
1982-05-12,24.07,9.08,81.92,19.62
1982-05-13,24.53,0.08,78.48,19.62
1982-05-14,23.51,0.19,78.56,19.62
1982-05-15,23.38,0.06,72.75,19.62
1982-05-16,22.02,6.16,82.38,19.62
1982-05-17,23.37,4.09,79.25,19.62
1982-05-18,23.37,0.46,74.5,19.62
1982-05-19,22.49,0.76,72.4,19.62
1982-05-20,23.24,2.75,79.8,19.62
1982-05-21,23.81,4.3,81.1,19.62
1982-05-22,24.17,4.18,84.06,19.62
1982-05-23,23.69,1.48,81.72,19.62
1982-05-24,23.5,0.93,81.26,19.62
1982-05-25,23.6,1.27,80.98,19.62
1982-05-26,23.42,2.53,81.26,19.62
1982-05-27,23.88,7.63,81.91,19.62
1982-05-28,24.22,6.07,81.46,19.62
1982-05-29,23.43,2.21,80.07,19.62
1982-05-30,23,2.25,78.87,19.62
1982-05-31,22.98,2.04,79.17,19.62
1982-06-01,22.72,0.77,75.92,19.62
1982-06-02,22.33,0.35,67.43,19.62
1982-06-03,22.2,0.13,74.6,19.62
1982-06-04,22.25,0.58,72.83,19.62
1982-06-05,22.14,1.08,76.27,19.62
1982-06-06,22.36,2.64,73.61,19.62
1982-06-07,22.33,7.48,77.91,19.62
1982-06-08,22.46,3.15,79.73,19.62
1982-06-09,22.41,1.32,78.66,19.62
1982-06-10,22.24,0.98,76.11,19.62
1982-06-11,22.33,1.78,73.41,19.62
1982-06-12,22.31,2.2,74.07,19.62
1982-06-13,22.14,1.54,76.9,19.62
1982-06-14,22.06,1.41,77.89,19.62
1982-06-15,22.17,1.6,79.33,19.62
1982-06-16,22.25,1.1,79.85,19.62
1982-06-17,22.08,1.1,78.95,19.62
1982-06-18,22.01,1.46,75.48,19.62
1982-06-19,21.85,0.7,69.39,19.62
1982-06-20,21.5,0.23,69.5,19.62
1982-06-21,21.51,0.47,72.2,19.62
1982-06-22,22.25,0.69,74.35,19.62
1982-06-23,22.53,1.16,76.21,19.62
1982-06-24,22.12,0.59,81.28,19.62
1982-06-25,22.21,0.46,81.73,19.62
1982-06-26,22.5,1.58,77.68,19.62
1982-06-27,22.41,10.6,82.49,19.62
1982-06-28,22.45,4.65,82.36,19.62
1982-06-29,22.31,1.37,81.08,19.62
1982-06-30,22.35,0.73,79.41,19.62
1982-07-01,22.22,0.87,77.58,19.62
1982-07-02,22.4,0.76,76.11,19.62
1982-07-03,22.19,0.5,76.21,19.62
1982-07-04,22.35,0.17,76.61,19.62
1982-07-05,21.81,0.66,79.57,19.62
1982-07-06,21.39,0.33,83.1,19.62
1982-07-07,21.69,0.26,84.02,19.62
1982-07-08,21.79,0.39,81.04,19.62
1982-07-09,21.09,0.09,77.32,19.62
1982-07-10,21.21,2.75,78.11,19.62
1982-07-11,21.31,18.74,82,19.62
1982-07-12,22.09,24.78,82.58,19.62
1982-07-13,22.24,16.99,84.09,19.62
1982-07-14,22.27,2.18,83.64,19.62
1982-07-15,22.23,0.5,84.79,19.62
1982-07-16,22.21,3.02,84.22,19.62
1982-07-17,22.06,1.87,81.76,19.62
1982-07-18,21.54,0.12,74.74,19.62
1982-07-19,22.03,0.21,69.27,19.62
1982-07-20,21.56,0.52,74.31,19.62
1982-07-21,21.37,0.78,75.09,19.62
1982-07-22,21.22,0.22,74.54,19.62
1982-07-23,21.38,0.11,76.99,19.62
1982-07-24,21.41,0.29,79.45,19.62
1982-07-25,21.6,0.43,79.44,19.62
1982-07-26,20.42,0.78,78.09,19.62
1982-07-27,21.09,36.42,79.47,19.62
1982-07-28,21.13,35.81,83.59,19.62
1982-07-29,21.27,17.43,87.14,19.62
1982-07-30,20.6,2.74,85.83,19.62
1982-07-31,21.11,22.16,84.79,19.62
1982-08-01,21.6,9.19,82.7,19.62
1982-08-02,22.24,7.36,77.31,19.62
1982-08-03,22.12,5.48,76.08,19.62
1982-08-04,21.3,1.17,80.51,19.62
1982-08-05,19.92,0.85,84.78,19.62
1982-08-06,19.56,0.2,76.7,19.62
1982-08-07,20.15,0.77,68.5,19.62
1982-08-08,20.12,0.46,76.07,19.62
1982-08-09,20.38,0.56,79.91,19.62
1982-08-10,20.68,1.15,81.41,19.62
1982-08-11,20.56,1.37,81.44,19.62
1982-08-12,20.68,3.7,80.5,19.62
1982-08-13,21.03,3.63,80.96,19.62
1982-08-14,21.06,2.31,81.36,19.62
1982-08-15,20.77,0.57,78.48,19.62
1982-08-16,20.89,0.92,74.06,19.62
1982-08-17,20.84,1.16,73.81,19.62
1982-08-18,20.89,1.43,77.15,19.62
1982-08-19,20.89,1.36,76.46,19.62
1982-08-20,20.98,1.89,74.42,19.62
1982-08-21,21.22,0.97,73.77,19.62
1982-08-22,21.37,0.97,74.04,19.62
1982-08-23,21.32,0.22,75.63,19.62
1982-08-24,20.72,0,80.58,19.62
1982-08-25,20.43,0.03,81.78,19.62
1982-08-26,21.17,6.24,81.77,19.62
1982-08-27,21.75,5.99,83.48,19.62
1982-08-28,21.84,5.63,82.99,19.62
1982-08-29,21.88,0.64,83.31,19.62
1982-08-30,22.48,3.05,81.24,19.62
