Area,Item,Element,Year,Value,Unit
Mauritius,Raw milk of cattle,Milk Animals,2002,4000,An
Mauritius,Raw milk of cattle,Milk Animals,2003,4000,An
Mauritius,Raw milk of cattle,Milk Animals,2004,4100,An
Mauritius,Raw milk of cattle,Milk Animals,2005,4000,An
Mauritius,Raw milk of cattle,Milk Animals,2006,4000,An
Mauritius,Raw milk of cattle,Milk Animals,2007,3300,An
Mauritius,Raw milk of cattle,Milk Animals,2008,3100,An
Mauritius,Raw milk of cattle,Milk Animals,2009,3200,An
Mauritius,Raw milk of cattle,Milk Animals,2010,3300,An
Mauritius,Raw milk of cattle,Milk Animals,2011,4500,An
Mauritius,Raw milk of cattle,Milk Animals,2012,5200,An
Mauritius,Raw milk of cattle,Milk Animals,2013,4500,An
Mauritius,Raw milk of cattle,Milk Animals,2014,4500,An
Mauritius,Raw milk of cattle,Milk Animals,2015,4400,An
Mauritius,Raw milk of cattle,Milk Animals,2016,4300,An
Mauritius,Raw milk of cattle,Milk Animals,2017,3200,An
Mauritius,Raw milk of cattle,Milk Animals,2018,3000,An
Mauritius,Raw milk of cattle,Milk Animals,2019,3000,An
Mauritius,Raw milk of cattle,Milk Animals,2020,3067,An
Mauritius,Raw milk of cattle,Milk Animals,2021,3022,An
Mauritius,Raw milk of cattle,Milk Animals,2022,3030,An
Mauritius,Raw milk of cattle,Milk Animals,2023,3040,An
Mauritius,Rice,Area harvested,2000,0,ha
Mauritius,Rice,Area harvested,2001,0,ha
Mauritius,Rice,Area harvested,2002,0,ha
Mauritius,Rice,Area harvested,2003,0,ha
Mauritius,Rice,Area harvested,2004,0,ha
Mauritius,Rice,Area harvested,2005,0,ha
Mauritius,Rice,Area harvested,2006,0,ha
Mauritius,Rice,Area harvested,2007,0,ha
Mauritius,Rice,Area harvested,2008,0,ha
Mauritius,Rice,Area harvested,2009,0,ha
Mauritius,Rice,Area harvested,2010,0,ha
Mauritius,Rice,Area harvested,2011,120,ha
Mauritius,Rice,Area harvested,2012,309,ha
Mauritius,Rice,Area harvested,2013,304,ha
Mauritius,Rice,Area harvested,2014,412,ha
Mauritius,Rice,Area harvested,2015,340,ha
Mauritius,Rice,Area harvested,2016,161,ha
Mauritius,Rice,Area harvested,2017,56,ha
Mauritius,Rice,Area harvested,2018,13,ha
Mauritius,Rice,Area harvested,2019,6,ha
Mauritius,Rice,Area harvested,2020,0,ha
Mauritius,Rice,Area harvested,2021,0,ha
Mauritius,Rice,Area harvested,2022,0,ha
Mauritius,Rice,Area harvested,2023,0,ha
Mauritius,Rice,Yield,2011,2633.3,kg/ha
Mauritius,Rice,Yield,2012,2689.3,kg/ha
Mauritius,Rice,Yield,2013,2125,kg/ha
Mauritius,Rice,Yield,2014,2878.6,kg/ha
Mauritius,Rice,Yield,2015,1932.4,kg/ha
Mauritius,Rice,Yield,2016,2186.3,kg/ha
Mauritius,Rice,Yield,2017,2857.1,kg/ha
Mauritius,Rice,Yield,2018,1461.5,kg/ha
Mauritius,Rice,Yield,2019,3500,kg/ha
Mauritius,Rice,Production,2000,0,t
Mauritius,Rice,Production,2001,0,t
Mauritius,Rice,Production,2002,0,t
Mauritius,Rice,Production,2003,0,t
Mauritius,Rice,Production,2004,0,t
Mauritius,Rice,Production,2005,0,t
Mauritius,Rice,Production,2006,0,t
Mauritius,Rice,Production,2007,0,t
Mauritius,Rice,Production,2008,0,t
Mauritius,Rice,Production,2009,0,t
Mauritius,Rice,Production,2010,0,t
Mauritius,Rice,Production,2011,316,t
Mauritius,Rice,Production,2012,831,t
Mauritius,Rice,Production,2013,646,t
Mauritius,Rice,Production,2014,1186,t
Mauritius,Rice,Production,2015,657,t
Mauritius,Rice,Production,2016,352,t
Mauritius,Rice,Production,2017,160,t
Mauritius,Rice,Production,2018,19,t
Mauritius,Rice,Production,2019,21,t
Mauritius,Rice,Production,2020,0,t
Mauritius,Rice,Production,2021,0,t
Mauritius,Rice,Production,2022,0,t
Mauritius,Rice,Production,2023,0,t
Mauritius,Sheep,Stocks,2000,9800,An
Mauritius,Sheep,Stocks,2001,11500,An
Mauritius,Sheep,Stocks,2002,11500,An
Mauritius,Sheep,Stocks,2003,11000,An
Mauritius,Sheep,Stocks,2004,9409,An
Mauritius,Sheep,Stocks,2005,6469,An
Mauritius,Sheep,Stocks,2006,3412,An
Mauritius,Sheep,Stocks,2007,1600,An
Mauritius,Sheep,Stocks,2008,1548,An
Mauritius,Sheep,Stocks,2009,2023,An
Mauritius,Sheep,Stocks,2010,2022,An
Mauritius,Sheep,Stocks,2011,1931,An
Mauritius,Sheep,Stocks,2012,2211,An
Mauritius,Sheep,Stocks,2013,2510,An
Mauritius,Sheep,Stocks,2014,2722,An
Mauritius,Sheep,Stocks,2015,2752,An
Mauritius,Sheep,Stocks,2016,2845,An
Mauritius,Sheep,Stocks,2017,2934,An
Mauritius,Sheep,Stocks,2018,3806,An
Mauritius,Sheep,Stocks,2019,4622,An
Mauritius,Sheep,Stocks,2020,4626,An
Mauritius,Sheep,Stocks,2021,5034,An
Mauritius,Sheep,Stocks,2022,4367,An
Mauritius,Sheep,Stocks,2023,3950,An
Mauritius,"Sheep fat, unrendered",Production,2000,1.05,t
Mauritius,"Sheep fat, unrendered",Production,2001,0.91,t
Mauritius,"Sheep fat, unrendered",Production,2002,2.07,t
Mauritius,"Sheep fat, unrendered",Production,2003,1.13,t
Mauritius,"Sheep fat, unrendered",Production,2004,0.97,t
Mauritius,"Sheep fat, unrendered",Production,2005,0.7,t
Mauritius,"Sheep fat, unrendered",Production,2006,0.28,t
Mauritius,"Sheep fat, unrendered",Production,2007,0.17,t
Mauritius,"Sheep fat, unrendered",Production,2008,0.23,t
Mauritius,"Sheep fat, unrendered",Production,2009,0.25,t
Mauritius,"Sheep fat, unrendered",Production,2010,0.3,t
Mauritius,"Sheep fat, unrendered",Production,2011,0.19,t
Mauritius,"Sheep fat, unrendered",Production,2012,0.17,t
Mauritius,"Sheep fat, unrendered",Production,2013,0.1,t
Mauritius,"Sheep fat, unrendered",Production,2014,0.15,t
Mauritius,"Sheep fat, unrendered",Production,2015,0.15,t
Mauritius,"Sheep fat, unrendered",Production,2016,0.22,t
Mauritius,"Sheep fat, unrendered",Production,2017,0.57,t
Mauritius,"Sheep fat, unrendered",Production,2018,0.57,t
Mauritius,"Sheep fat, unrendered",Production,2019,0.36,t
Mauritius,"Sheep fat, unrendered",Production,2020,0.44,t
Mauritius,"Sheep fat, unrendered",Production,2021,0.4,t
Mauritius,"Sheep fat, unrendered",Production,2022,0.76,t
Mauritius,"Sheep fat, unrendered",Production,2023,0.59,t
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2000,4900,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2001,3400,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2002,5100,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2003,3400,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2004,2855,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2005,2159,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2006,1174,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2007,588,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2008,562,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2009,901,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2010,841,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2011,627,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2012,577,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2013,318,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2014,437,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2015,443,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2016,648,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2017,1624,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2018,1590,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2019,1002,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2020,1197,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2021,1110,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2022,2103,An
Mauritius,"Sheep fat, unrendered",Producing Animals/Slaughtered,2023,1614,An
Mauritius,Sugar cane,Area harvested,2000,73056,ha
Mauritius,Sugar cane,Area harvested,2001,73197,ha
Mauritius,Sugar cane,Area harvested,2002,72267,ha
Mauritius,Sugar cane,Area harvested,2003,70998,ha
Mauritius,Sugar cane,Area harvested,2004,69698,ha
Mauritius,Sugar cane,Area harvested,2005,68351,ha
Mauritius,Sugar cane,Area harvested,2006,66732,ha
Mauritius,Sugar cane,Area harvested,2007,65259,ha
Mauritius,Sugar cane,Area harvested,2008,62011,ha
Mauritius,Sugar cane,Area harvested,2009,60380,ha
Mauritius,Sugar cane,Area harvested,2010,58709,ha
Mauritius,Sugar cane,Area harvested,2011,56668,ha
Mauritius,Sugar cane,Area harvested,2012,54140,ha
Mauritius,Sugar cane,Area harvested,2013,53464,ha
Mauritius,Sugar cane,Area harvested,2014,50694,ha
Mauritius,Sugar cane,Area harvested,2015,52387,ha
Mauritius,Sugar cane,Area harvested,2016,51476,ha
Mauritius,Sugar cane,Area harvested,2017,49974,ha
Mauritius,Sugar cane,Area harvested,2018,47678,ha
Mauritius,Sugar cane,Area harvested,2019,45054,ha
Mauritius,Sugar cane,Area harvested,2020,43711,ha
Mauritius,Sugar cane,Area harvested,2021,41897,ha
Mauritius,Sugar cane,Area harvested,2022,39199,ha
Mauritius,Sugar cane,Area harvested,2023,35863,ha
Mauritius,Sugar cane,Yield,2000,69939.5,kg/ha
Mauritius,Sugar cane,Yield,2001,79133,kg/ha
Mauritius,Sugar cane,Yield,2002,67443,kg/ha
Mauritius,Sugar cane,Yield,2003,73232.8,kg/ha
Mauritius,Sugar cane,Yield,2004,75760.7,kg/ha
Mauritius,Sugar cane,Yield,2005,72918.6,kg/ha
Mauritius,Sugar cane,Yield,2006,71164.9,kg/ha
Mauritius,Sugar cane,Yield,2007,64908.3,kg/ha
Mauritius,Sugar cane,Yield,2008,73099.9,kg/ha
Mauritius,Sugar cane,Yield,2009,77297.7,kg/ha
Mauritius,Sugar cane,Yield,2010,74363.9,kg/ha
Mauritius,Sugar cane,Yield,2011,74648.4,kg/ha
Mauritius,Sugar cane,Yield,2012,72908.8,kg/ha
Mauritius,Sugar cane,Yield,2013,71371.1,kg/ha
Mauritius,Sugar cane,Yield,2014,79781.1,kg/ha
Mauritius,Sugar cane,Yield,2015,76531,kg/ha
Mauritius,Sugar cane,Yield,2016,73790.7,kg/ha
Mauritius,Sugar cane,Yield,2017,74305.3,kg/ha
Mauritius,Sugar cane,Yield,2018,66162.9,kg/ha
Mauritius,Sugar cane,Yield,2019,75581.5,kg/ha
Mauritius,Sugar cane,Yield,2020,59959.1,kg/ha
Mauritius,Sugar cane,Yield,2021,63719.8,kg/ha
Mauritius,Sugar cane,Yield,2022,57573.1,kg/ha
Mauritius,Sugar cane,Yield,2023,68389.5,kg/ha
Mauritius,Sugar cane,Production,2000,5109500,t
Mauritius,Sugar cane,Production,2001,5792300,t
Mauritius,Sugar cane,Production,2002,4873900,t
Mauritius,Sugar cane,Production,2003,5199384,t
Mauritius,Sugar cane,Production,2004,5280370,t
Mauritius,Sugar cane,Production,2005,4984058,t
Mauritius,Sugar cane,Production,2006,4748973,t
Mauritius,Sugar cane,Production,2007,4235849,t
Mauritius,Sugar cane,Production,2008,4533000,t
Mauritius,Sugar cane,Production,2009,4667235,t
Mauritius,Sugar cane,Production,2010,4365833,t
Mauritius,Sugar cane,Production,2011,4230173,t
Mauritius,Sugar cane,Production,2012,3947285,t
Mauritius,Sugar cane,Production,2013,3815782,t
Mauritius,Sugar cane,Production,2014,4044422,t
Mauritius,Sugar cane,Production,2015,4009232,t
Mauritius,Sugar cane,Production,2016,3798448,t
Mauritius,Sugar cane,Production,2017,3713331,t
Mauritius,Sugar cane,Production,2018,3154515,t
Mauritius,Sugar cane,Production,2019,3405250,t
Mauritius,Sugar cane,Production,2020,2620874,t
Mauritius,Sugar cane,Production,2021,2669667,t
Mauritius,Sugar cane,Production,2022,2256806,t
Mauritius,Sugar cane,Production,2023,2452653,t
Mauritius,Sweet potatoes,Area harvested,2000,48,ha
Mauritius,Sweet potatoes,Area harvested,2001,50,ha
Mauritius,Sweet potatoes,Area harvested,2002,55,ha
Mauritius,Sweet potatoes,Area harvested,2003,58,ha
Mauritius,Sweet potatoes,Area harvested,2004,60,ha
Mauritius,Sweet potatoes,Area harvested,2005,67,ha
Mauritius,Sweet potatoes,Area harvested,2006,58,ha
Mauritius,Sweet potatoes,Area harvested,2007,79,ha
Mauritius,Sweet potatoes,Area harvested,2008,71,ha
Mauritius,Sweet potatoes,Area harvested,2009,77,ha
Mauritius,Sweet potatoes,Area harvested,2010,70,ha
Mauritius,Sweet potatoes,Area harvested,2011,65,ha
Mauritius,Sweet potatoes,Area harvested,2012,80,ha
Mauritius,Sweet potatoes,Area harvested,2013,82,ha
Mauritius,Sweet potatoes,Area harvested,2014,59,ha
Mauritius,Sweet potatoes,Area harvested,2015,52,ha
Mauritius,Sweet potatoes,Area harvested,2016,35,ha
Mauritius,Sweet potatoes,Area harvested,2017,41,ha
Mauritius,Sweet potatoes,Area harvested,2018,54,ha
Mauritius,Sweet potatoes,Area harvested,2019,40,ha
Mauritius,Sweet potatoes,Area harvested,2020,41,ha
Mauritius,Sweet potatoes,Area harvested,2021,119,ha
Mauritius,Sweet potatoes,Area harvested,2022,115,ha
Mauritius,Sweet potatoes,Area harvested,2023,121,ha
Mauritius,Sweet potatoes,Yield,2000,13562.5,kg/ha
Mauritius,Sweet potatoes,Yield,2001,13500,kg/ha
Mauritius,Sweet potatoes,Yield,2002,11272.7,kg/ha
Mauritius,Sweet potatoes,Yield,2003,8620.7,kg/ha
Mauritius,Sweet potatoes,Yield,2004,10833.3,kg/ha
Mauritius,Sweet potatoes,Yield,2005,9731.3,kg/ha
Mauritius,Sweet potatoes,Yield,2006,7034.5,kg/ha
Mauritius,Sweet potatoes,Yield,2007,10126.6,kg/ha
Mauritius,Sweet potatoes,Yield,2008,11253.5,kg/ha
Mauritius,Sweet potatoes,Yield,2009,12337.7,kg/ha
Mauritius,Sweet potatoes,Yield,2010,11414.3,kg/ha
Mauritius,Sweet potatoes,Yield,2011,17476.9,kg/ha
Mauritius,Sweet potatoes,Yield,2012,15250,kg/ha
Mauritius,Sweet potatoes,Yield,2013,13304.9,kg/ha
Mauritius,Sweet potatoes,Yield,2014,13220.3,kg/ha
Mauritius,Sweet potatoes,Yield,2015,13192.3,kg/ha
Mauritius,Sweet potatoes,Yield,2016,12830.4,kg/ha
Mauritius,Sweet potatoes,Yield,2017,11298.2,kg/ha
Mauritius,Sweet potatoes,Yield,2018,10796.3,kg/ha
Mauritius,Sweet potatoes,Yield,2019,10350,kg/ha
Mauritius,Sweet potatoes,Yield,2020,11951.2,kg/ha
Mauritius,Sweet potatoes,Yield,2021,13403.4,kg/ha
Mauritius,Sweet potatoes,Yield,2022,15295.7,kg/ha
Mauritius,Sweet potatoes,Yield,2023,19388.4,kg/ha
Mauritius,Sweet potatoes,Production,2000,651,t
Mauritius,Sweet potatoes,Production,2001,675,t
Mauritius,Sweet potatoes,Production,2002,620,t
Mauritius,Sweet potatoes,Production,2003,500,t
Mauritius,Sweet potatoes,Production,2004,650,t
Mauritius,Sweet potatoes,Production,2005,652,t
Mauritius,Sweet potatoes,Production,2006,408,t
Mauritius,Sweet potatoes,Production,2007,800,t
Mauritius,Sweet potatoes,Production,2008,799,t
Mauritius,Sweet potatoes,Production,2009,950,t
Mauritius,Sweet potatoes,Production,2010,799,t
Mauritius,Sweet potatoes,Production,2011,1136,t
Mauritius,Sweet potatoes,Production,2012,1220,t
Mauritius,Sweet potatoes,Production,2013,1091,t
Mauritius,Sweet potatoes,Production,2014,780,t
Mauritius,Sweet potatoes,Production,2015,686,t
Mauritius,Sweet potatoes,Production,2016,446.24,t
Mauritius,Sweet potatoes,Production,2017,458.08,t
Mauritius,Sweet potatoes,Production,2018,583,t
Mauritius,Sweet potatoes,Production,2019,414,t
Mauritius,Sweet potatoes,Production,2020,490,t
Mauritius,Sweet potatoes,Production,2021,1595,t
Mauritius,Sweet potatoes,Production,2022,1759,t
Mauritius,Sweet potatoes,Production,2023,2346,t
Mauritius,Swine / pigs,Stocks,2000,12800,An
Mauritius,Swine / pigs,Stocks,2001,13200,An
Mauritius,Swine / pigs,Stocks,2002,11300,An
Mauritius,Swine / pigs,Stocks,2003,11700,An
Mauritius,Swine / pigs,Stocks,2004,11500,An
Mauritius,Swine / pigs,Stocks,2005,11150,An
Mauritius,Swine / pigs,Stocks,2006,15550,An
Mauritius,Swine / pigs,Stocks,2007,17413,An
Mauritius,Swine / pigs,Stocks,2008,13400,An
Mauritius,Swine / pigs,Stocks,2009,14108,An
Mauritius,Swine / pigs,Stocks,2010,22327,An
Mauritius,Swine / pigs,Stocks,2011,23285,An
Mauritius,Swine / pigs,Stocks,2012,15287,An
Mauritius,Swine / pigs,Stocks,2013,15961,An
Mauritius,Swine / pigs,Stocks,2014,17511,An
Mauritius,Swine / pigs,Stocks,2015,21964,An
Mauritius,Swine / pigs,Stocks,2016,24161,An
Mauritius,Swine / pigs,Stocks,2017,21445,An
Mauritius,Swine / pigs,Stocks,2018,19662,An
Mauritius,Swine / pigs,Stocks,2019,20897,An
Mauritius,Swine / pigs,Stocks,2020,20749,An
Mauritius,Swine / pigs,Stocks,2021,22422,An
Mauritius,Swine / pigs,Stocks,2022,21484,An
Mauritius,Swine / pigs,Stocks,2023,21238,An
Mauritius,Taro,Area harvested,2000,16,ha
Mauritius,Taro,Area harvested,2001,21,ha
Mauritius,Taro,Area harvested,2002,18,ha
Mauritius,Taro,Area harvested,2003,17,ha
Mauritius,Taro,Area harvested,2004,20,ha
Mauritius,Taro,Area harvested,2005,24,ha
Mauritius,Taro,Area harvested,2006,26,ha
Mauritius,Taro,Area harvested,2007,32,ha
Mauritius,Taro,Area harvested,2008,41,ha
Mauritius,Taro,Area harvested,2009,35,ha
Mauritius,Taro,Area harvested,2010,36,ha
Mauritius,Taro,Area harvested,2011,37,ha
Mauritius,Taro,Area harvested,2012,58,ha
Mauritius,Taro,Area harvested,2013,44,ha
Mauritius,Taro,Area harvested,2014,61,ha
Mauritius,Taro,Area harvested,2015,78,ha
Mauritius,Taro,Area harvested,2016,86,ha
Mauritius,Taro,Area harvested,2017,55,ha
Mauritius,Taro,Area harvested,2018,74,ha
Mauritius,Taro,Area harvested,2019,94,ha
Mauritius,Taro,Area harvested,2020,117,ha
Mauritius,Taro,Area harvested,2021,201,ha
Mauritius,Taro,Area harvested,2022,214,ha
Mauritius,Taro,Area harvested,2023,269,ha
Mauritius,Taro,Yield,2000,7187.5,kg/ha
Mauritius,Taro,Yield,2001,8809.5,kg/ha
Mauritius,Taro,Yield,2002,10888.9,kg/ha
Mauritius,Taro,Yield,2003,10294.1,kg/ha
Mauritius,Taro,Yield,2004,12000,kg/ha
Mauritius,Taro,Yield,2005,10833.3,kg/ha
Mauritius,Taro,Yield,2006,12153.8,kg/ha
Mauritius,Taro,Yield,2007,11625,kg/ha
Mauritius,Taro,Yield,2008,7682.9,kg/ha
Mauritius,Taro,Yield,2009,10571.4,kg/ha
Mauritius,Taro,Yield,2010,8861.1,kg/ha
Mauritius,Taro,Yield,2011,8648.6,kg/ha
Mauritius,Taro,Yield,2012,7413.8,kg/ha
Mauritius,Taro,Yield,2013,11750,kg/ha
Mauritius,Taro,Yield,2014,11967.2,kg/ha
Mauritius,Taro,Yield,2015,11576.9,kg/ha
Mauritius,Taro,Yield,2016,13383.7,kg/ha
Mauritius,Taro,Yield,2017,11320.5,kg/ha
Mauritius,Taro,Yield,2018,8486.5,kg/ha
Mauritius,Taro,Yield,2019,8797.9,kg/ha
Mauritius,Taro,Yield,2020,8743.6,kg/ha
Mauritius,Taro,Yield,2021,8865.7,kg/ha
Mauritius,Taro,Yield,2022,10070.1,kg/ha
Mauritius,Taro,Yield,2023,10710,kg/ha
Mauritius,Taro,Production,2000,115,t
Mauritius,Taro,Production,2001,185,t
Mauritius,Taro,Production,2002,196,t
Mauritius,Taro,Production,2003,175,t
Mauritius,Taro,Production,2004,240,t
Mauritius,Taro,Production,2005,260,t
Mauritius,Taro,Production,2006,316,t
Mauritius,Taro,Production,2007,372,t
Mauritius,Taro,Production,2008,315,t
Mauritius,Taro,Production,2009,370,t
Mauritius,Taro,Production,2010,319,t
Mauritius,Taro,Production,2011,320,t
Mauritius,Taro,Production,2012,430,t
Mauritius,Taro,Production,2013,517,t
Mauritius,Taro,Production,2014,730,t
Mauritius,Taro,Production,2015,903,t
Mauritius,Taro,Production,2016,1151,t
Mauritius,Taro,Production,2017,627.04,t
Mauritius,Taro,Production,2018,628,t
Mauritius,Taro,Production,2019,827,t
Mauritius,Taro,Production,2020,1023,t
Mauritius,Taro,Production,2021,1782,t
Mauritius,Taro,Production,2022,2155,t
Mauritius,Taro,Production,2023,2881,t
Mauritius,Tea leaves,Area harvested,2000,670,ha
Mauritius,Tea leaves,Area harvested,2001,660,ha
Mauritius,Tea leaves,Area harvested,2002,680,ha
Mauritius,Tea leaves,Area harvested,2003,681,ha
Mauritius,Tea leaves,Area harvested,2004,674,ha
Mauritius,Tea leaves,Area harvested,2005,670,ha
Mauritius,Tea leaves,Area harvested,2006,688,ha
Mauritius,Tea leaves,Area harvested,2007,709,ha
Mauritius,Tea leaves,Area harvested,2008,702,ha
Mauritius,Tea leaves,Area harvested,2009,713,ha
Mauritius,Tea leaves,Area harvested,2010,698,ha
Mauritius,Tea leaves,Area harvested,2011,651,ha
Mauritius,Tea leaves,Area harvested,2012,669,ha
Mauritius,Tea leaves,Area harvested,2013,672,ha
Mauritius,Tea leaves,Area harvested,2014,672,ha
Mauritius,Tea leaves,Area harvested,2015,574,ha
Mauritius,Tea leaves,Area harvested,2016,622,ha
Mauritius,Tea leaves,Area harvested,2017,622,ha
Mauritius,Tea leaves,Area harvested,2018,656,ha
Mauritius,Tea leaves,Area harvested,2019,656,ha
Mauritius,Tea leaves,Area harvested,2020,667,ha
Mauritius,Tea leaves,Area harvested,2021,685,ha
Mauritius,Tea leaves,Area harvested,2022,659,ha
Mauritius,Tea leaves,Area harvested,2023,627,ha
Mauritius,Tea leaves,Yield,2000,10298.5,kg/ha
Mauritius,Tea leaves,Yield,2001,12106.1,kg/ha
Mauritius,Tea leaves,Yield,2002,10691.2,kg/ha
Mauritius,Tea leaves,Yield,2003,11101.3,kg/ha
Mauritius,Tea leaves,Yield,2004,11572.7,kg/ha
Mauritius,Tea leaves,Yield,2005,10895.5,kg/ha
Mauritius,Tea leaves,Yield,2006,11991.3,kg/ha
Mauritius,Tea leaves,Yield,2007,11607.9,kg/ha
Mauritius,Tea leaves,Yield,2008,12507.1,kg/ha
Mauritius,Tea leaves,Yield,2009,10939.7,kg/ha
Mauritius,Tea leaves,Yield,2010,11060.2,kg/ha
Mauritius,Tea leaves,Yield,2011,14439.3,kg/ha
Mauritius,Tea leaves,Yield,2012,12406.6,kg/ha
Mauritius,Tea leaves,Yield,2013,12247,kg/ha
Mauritius,Tea leaves,Yield,2014,11785.7,kg/ha
Mauritius,Tea leaves,Yield,2015,11881.5,kg/ha
Mauritius,Tea leaves,Yield,2016,11737.9,kg/ha
Mauritius,Tea leaves,Yield,2017,11750.8,kg/ha
Mauritius,Tea leaves,Yield,2018,12280.5,kg/ha
Mauritius,Tea leaves,Yield,2019,12696.6,kg/ha
Mauritius,Tea leaves,Yield,2020,7653.7,kg/ha
Mauritius,Tea leaves,Yield,2021,7348.9,kg/ha
Mauritius,Tea leaves,Yield,2022,9637.3,kg/ha
Mauritius,Tea leaves,Yield,2023,10784.7,kg/ha
Mauritius,Tea leaves,Production,2000,6900,t
Mauritius,Tea leaves,Production,2001,7990,t
Mauritius,Tea leaves,Production,2002,7270,t
Mauritius,Tea leaves,Production,2003,7560,t
Mauritius,Tea leaves,Production,2004,7800,t
Mauritius,Tea leaves,Production,2005,7300,t
Mauritius,Tea leaves,Production,2006,8250,t
Mauritius,Tea leaves,Production,2007,8230,t
Mauritius,Tea leaves,Production,2008,8780,t
Mauritius,Tea leaves,Production,2009,7800,t
Mauritius,Tea leaves,Production,2010,7720,t
Mauritius,Tea leaves,Production,2011,9400,t
Mauritius,Tea leaves,Production,2012,8300,t
Mauritius,Tea leaves,Production,2013,8230,t
Mauritius,Tea leaves,Production,2014,7920,t
Mauritius,Tea leaves,Production,2015,6820,t
Mauritius,Tea leaves,Production,2016,7301,t
Mauritius,Tea leaves,Production,2017,7309,t
Mauritius,Tea leaves,Production,2018,8056,t
Mauritius,Tea leaves,Production,2019,8329,t
Mauritius,Tea leaves,Production,2020,5105,t
Mauritius,Tea leaves,Production,2021,5034,t
Mauritius,Tea leaves,Production,2022,6351,t
Mauritius,Tea leaves,Production,2023,6762,t
Mauritius,Tomatoes,Area harvested,2000,788,ha
Mauritius,Tomatoes,Area harvested,2001,934,ha
Mauritius,Tomatoes,Area harvested,2002,947,ha
Mauritius,Tomatoes,Area harvested,2003,1044,ha
Mauritius,Tomatoes,Area harvested,2004,953,ha
Mauritius,Tomatoes,Area harvested,2005,918,ha
Mauritius,Tomatoes,Area harvested,2006,956,ha
Mauritius,Tomatoes,Area harvested,2007,734,ha
Mauritius,Tomatoes,Area harvested,2008,744,ha
Mauritius,Tomatoes,Area harvested,2009,781,ha
Mauritius,Tomatoes,Area harvested,2010,830,ha
Mauritius,Tomatoes,Area harvested,2011,761,ha
Mauritius,Tomatoes,Area harvested,2012,827,ha
Mauritius,Tomatoes,Area harvested,2013,816,ha
Mauritius,Tomatoes,Area harvested,2014,857,ha
Mauritius,Tomatoes,Area harvested,2015,740,ha
Mauritius,Tomatoes,Area harvested,2016,730,ha
Mauritius,Tomatoes,Area harvested,2017,722,ha
Mauritius,Tomatoes,Area harvested,2018,683,ha
Mauritius,Tomatoes,Area harvested,2019,643,ha
Mauritius,Tomatoes,Area harvested,2020,626,ha
Mauritius,Tomatoes,Area harvested,2021,655,ha
Mauritius,Tomatoes,Area harvested,2022,536,ha
Mauritius,Tomatoes,Area harvested,2023,626,ha
Mauritius,Tomatoes,Yield,2000,12333.8,kg/ha
Mauritius,Tomatoes,Yield,2001,13270.9,kg/ha
Mauritius,Tomatoes,Yield,2002,12394.9,kg/ha
Mauritius,Tomatoes,Yield,2003,12688.7,kg/ha
Mauritius,Tomatoes,Yield,2004,15110.2,kg/ha
Mauritius,Tomatoes,Yield,2005,13986.9,kg/ha
Mauritius,Tomatoes,Yield,2006,15813.8,kg/ha
Mauritius,Tomatoes,Yield,2007,15145.8,kg/ha
Mauritius,Tomatoes,Yield,2008,15481.2,kg/ha
Mauritius,Tomatoes,Yield,2009,16115.2,kg/ha
Mauritius,Tomatoes,Yield,2010,14865.1,kg/ha
Mauritius,Tomatoes,Yield,2011,14919.8,kg/ha
Mauritius,Tomatoes,Yield,2012,15900.8,kg/ha
Mauritius,Tomatoes,Yield,2013,13726.7,kg/ha
Mauritius,Tomatoes,Yield,2014,12832,kg/ha
Mauritius,Tomatoes,Yield,2015,11520.3,kg/ha
Mauritius,Tomatoes,Yield,2016,13884.9,kg/ha
Mauritius,Tomatoes,Yield,2017,14752.1,kg/ha
Mauritius,Tomatoes,Yield,2018,13455.3,kg/ha
