Area,Item,Element,Year,Value,Unit
Mauritius,Asses,Stocks,2000,60,An
Mauritius,Asses,Stocks,2001,60,An
Mauritius,Asses,Stocks,2002,60,An
Mauritius,Asses,Stocks,2003,60,An
Mauritius,Asses,Stocks,2004,60,An
Mauritius,Asses,Stocks,2005,60,An
Mauritius,Asses,Stocks,2006,60,An
Mauritius,Asses,Stocks,2007,60,An
Mauritius,Asses,Stocks,2008,60,An
Mauritius,Asses,Stocks,2009,60,An
Mauritius,Asses,Stocks,2010,60,An
Mauritius,Asses,Stocks,2011,60,An
Mauritius,Asses,Stocks,2012,60,An
Mauritius,Asses,Stocks,2013,60,An
Mauritius,Asses,Stocks,2014,60,An
Mauritius,Asses,Stocks,2015,60,An
Mauritius,Asses,Stocks,2016,60,An
Mauritius,Asses,Stocks,2017,60,An
Mauritius,Asses,Stocks,2018,60,An
Mauritius,Asses,Stocks,2019,60,An
Mauritius,Asses,Stocks,2020,60,An
Mauritius,Asses,Stocks,2021,60,An
Mauritius,Asses,Stocks,2022,60,An
Mauritius,Asses,Stocks,2023,60,An
Mauritius,Bananas,Area harvested,2000,489,ha
Mauritius,Bananas,Area harvested,2001,540,ha
Mauritius,Bananas,Area harvested,2002,600,ha
Mauritius,Bananas,Area harvested,2003,544,ha
Mauritius,Bananas,Area harvested,2004,528,ha
Mauritius,Bananas,Area harvested,2005,521,ha
Mauritius,Bananas,Area harvested,2006,481,ha
Mauritius,Bananas,Area harvested,2007,464,ha
Mauritius,Bananas,Area harvested,2008,502,ha
Mauritius,Bananas,Area harvested,2009,494,ha
Mauritius,Bananas,Area harvested,2010,542,ha
Mauritius,Bananas,Area harvested,2011,497,ha
Mauritius,Bananas,Area harvested,2012,510,ha
Mauritius,Bananas,Area harvested,2013,501,ha
Mauritius,Bananas,Area harvested,2014,464,ha
Mauritius,Bananas,Area harvested,2015,470,ha
Mauritius,Bananas,Area harvested,2016,459,ha
Mauritius,Bananas,Area harvested,2017,507,ha
Mauritius,Bananas,Area harvested,2018,492,ha
Mauritius,Bananas,Area harvested,2019,508,ha
Mauritius,Bananas,Area harvested,2020,486,ha
Mauritius,Bananas,Area harvested,2021,599,ha
Mauritius,Bananas,Area harvested,2022,633,ha
Mauritius,Bananas,Area harvested,2023,715,ha
Mauritius,Bananas,Yield,2000,17382.4,kg/ha
Mauritius,Bananas,Yield,2001,20370.4,kg/ha
Mauritius,Bananas,Yield,2002,12000,kg/ha
Mauritius,Bananas,Yield,2003,22224.3,kg/ha
Mauritius,Bananas,Yield,2004,22727.3,kg/ha
Mauritius,Bananas,Yield,2005,22226.5,kg/ha
Mauritius,Bananas,Yield,2006,22392.9,kg/ha
Mauritius,Bananas,Yield,2007,19452.6,kg/ha
Mauritius,Bananas,Yield,2008,20842.6,kg/ha
Mauritius,Bananas,Yield,2009,22105.3,kg/ha
Mauritius,Bananas,Yield,2010,22022.1,kg/ha
Mauritius,Bananas,Yield,2011,21215.3,kg/ha
Mauritius,Bananas,Yield,2012,19992.2,kg/ha
Mauritius,Bananas,Yield,2013,20321.4,kg/ha
Mauritius,Bananas,Yield,2014,19036.6,kg/ha
Mauritius,Bananas,Yield,2015,16954.9,kg/ha
Mauritius,Bananas,Yield,2016,16834.8,kg/ha
Mauritius,Bananas,Yield,2017,17049.3,kg/ha
Mauritius,Bananas,Yield,2018,14904.5,kg/ha
Mauritius,Bananas,Yield,2019,14303.1,kg/ha
Mauritius,Bananas,Yield,2020,16362.1,kg/ha
Mauritius,Bananas,Yield,2021,16090.2,kg/ha
Mauritius,Bananas,Yield,2022,15527.6,kg/ha
Mauritius,Bananas,Yield,2023,15728.7,kg/ha
Mauritius,Bananas,Production,2000,8500,t
Mauritius,Bananas,Production,2001,11000,t
Mauritius,Bananas,Production,2002,7200,t
Mauritius,Bananas,Production,2003,12090,t
Mauritius,Bananas,Production,2004,12000,t
Mauritius,Bananas,Production,2005,11580,t
Mauritius,Bananas,Production,2006,10771,t
Mauritius,Bananas,Production,2007,9026,t
Mauritius,Bananas,Production,2008,10463,t
Mauritius,Bananas,Production,2009,10920,t
Mauritius,Bananas,Production,2010,11936,t
Mauritius,Bananas,Production,2011,10544,t
Mauritius,Bananas,Production,2012,10196,t
Mauritius,Bananas,Production,2013,10181,t
Mauritius,Bananas,Production,2014,8833,t
Mauritius,Bananas,Production,2015,7965.4,t
Mauritius,Bananas,Production,2016,7731.23,t
Mauritius,Bananas,Production,2017,8644,t
Mauritius,Bananas,Production,2018,7333,t
Mauritius,Bananas,Production,2019,7266,t
Mauritius,Bananas,Production,2020,7952,t
Mauritius,Bananas,Production,2021,9638,t
Mauritius,Bananas,Production,2022,9829,t
Mauritius,Bananas,Production,2023,11246,t
Mauritius,"Beer of barley, malted",Production,2000,37000,t
Mauritius,"Beer of barley, malted",Production,2001,38600,t
Mauritius,"Beer of barley, malted",Production,2002,35700,t
Mauritius,"Beer of barley, malted",Production,2003,38800,t
Mauritius,"Beer of barley, malted",Production,2004,37430,t
Mauritius,"Beer of barley, malted",Production,2005,38255,t
Mauritius,"Beer of barley, malted",Production,2006,34500,t
Mauritius,"Beer of barley, malted",Production,2007,34500,t
Mauritius,"Beer of barley, malted",Production,2008,34500,t
Mauritius,"Beer of barley, malted",Production,2009,40000,t
Mauritius,"Beer of barley, malted",Production,2010,40000,t
Mauritius,"Beer of barley, malted",Production,2011,40000,t
Mauritius,"Beer of barley, malted",Production,2012,40000,t
Mauritius,"Beer of barley, malted",Production,2013,38900,t
Mauritius,"Beer of barley, malted",Production,2014,35600,t
Mauritius,"Beer of barley, malted",Production,2015,30200,t
Mauritius,"Beer of barley, malted",Production,2016,38600,t
Mauritius,"Beer of barley, malted",Production,2017,41461,t
Mauritius,"Beer of barley, malted",Production,2018,47479,t
Mauritius,"Beer of barley, malted",Production,2019,49777,t
Mauritius,"Beer of barley, malted",Production,2020,44625,t
Mauritius,"Beer of barley, malted",Production,2021,44173,t
Mauritius,"Beer of barley, malted",Production,2022,47191,t
Mauritius,Buffalo,Stocks,2000,25,An
Mauritius,Buffalo,Stocks,2001,25,An
Mauritius,Buffalo,Stocks,2002,25,An
Mauritius,Buffalo,Stocks,2003,25,An
Mauritius,Buffalo,Stocks,2004,25,An
Mauritius,Buffalo,Stocks,2005,25,An
Mauritius,Buffalo,Stocks,2006,25,An
Mauritius,Buffalo,Stocks,2007,25,An
Mauritius,Buffalo,Stocks,2008,25,An
Mauritius,Buffalo,Stocks,2009,25,An
Mauritius,Buffalo,Stocks,2010,25,An
Mauritius,Buffalo,Stocks,2011,25,An
Mauritius,Buffalo,Stocks,2012,25,An
Mauritius,Buffalo,Stocks,2013,25,An
Mauritius,Buffalo,Stocks,2014,25,An
Mauritius,Buffalo,Stocks,2015,25,An
Mauritius,Buffalo,Stocks,2016,25,An
Mauritius,Buffalo,Stocks,2017,25,An
Mauritius,Buffalo,Stocks,2018,25,An
Mauritius,Buffalo,Stocks,2019,25,An
Mauritius,Buffalo,Stocks,2020,25,An
Mauritius,Buffalo,Stocks,2021,25,An
Mauritius,Buffalo,Stocks,2022,25,An
Mauritius,Buffalo,Stocks,2023,25,An
Mauritius,"Buttermilk, dry",Production,2014,5.05,t
Mauritius,"Buttermilk, dry",Production,2015,2.89,t
Mauritius,"Buttermilk, dry",Production,2016,4.61,t
Mauritius,"Buttermilk, dry",Production,2017,4,t
Mauritius,"Buttermilk, dry",Production,2018,1.41,t
Mauritius,"Buttermilk, dry",Production,2019,0.6,t
Mauritius,"Buttermilk, dry",Production,2020,0.86,t
Mauritius,"Buttermilk, dry",Production,2021,0.59,t
Mauritius,"Buttermilk, dry",Production,2022,11.44,t
Mauritius,Cabbages,Area harvested,2000,422,ha
Mauritius,Cabbages,Area harvested,2001,459,ha
Mauritius,Cabbages,Area harvested,2002,330,ha
Mauritius,Cabbages,Area harvested,2003,267,ha
Mauritius,Cabbages,Area harvested,2004,287,ha
Mauritius,Cabbages,Area harvested,2005,224,ha
Mauritius,Cabbages,Area harvested,2006,236,ha
Mauritius,Cabbages,Area harvested,2007,226,ha
Mauritius,Cabbages,Area harvested,2008,202,ha
Mauritius,Cabbages,Area harvested,2009,225,ha
Mauritius,Cabbages,Area harvested,2010,239,ha
Mauritius,Cabbages,Area harvested,2011,245,ha
Mauritius,Cabbages,Area harvested,2012,220,ha
Mauritius,Cabbages,Area harvested,2013,229,ha
Mauritius,Cabbages,Area harvested,2014,229,ha
Mauritius,Cabbages,Area harvested,2015,240,ha
Mauritius,Cabbages,Area harvested,2016,253,ha
Mauritius,Cabbages,Area harvested,2017,256,ha
Mauritius,Cabbages,Area harvested,2018,235,ha
Mauritius,Cabbages,Area harvested,2019,238,ha
Mauritius,Cabbages,Area harvested,2020,286,ha
Mauritius,Cabbages,Area harvested,2021,270,ha
Mauritius,Cabbages,Area harvested,2022,313,ha
Mauritius,Cabbages,Area harvested,2023,361,ha
Mauritius,Cabbages,Yield,2000,25646.9,kg/ha
Mauritius,Cabbages,Yield,2001,25409.6,kg/ha
Mauritius,Cabbages,Yield,2002,25006.1,kg/ha
Mauritius,Cabbages,Yield,2003,23516.9,kg/ha
Mauritius,Cabbages,Yield,2004,22724.7,kg/ha
Mauritius,Cabbages,Yield,2005,21276.8,kg/ha
Mauritius,Cabbages,Yield,2006,19262.7,kg/ha
Mauritius,Cabbages,Yield,2007,19601.8,kg/ha
Mauritius,Cabbages,Yield,2008,18480.2,kg/ha
Mauritius,Cabbages,Yield,2009,20640,kg/ha
Mauritius,Cabbages,Yield,2010,20008.4,kg/ha
Mauritius,Cabbages,Yield,2011,20893.9,kg/ha
Mauritius,Cabbages,Yield,2012,20631.8,kg/ha
Mauritius,Cabbages,Yield,2013,21235.8,kg/ha
Mauritius,Cabbages,Yield,2014,18685.6,kg/ha
Mauritius,Cabbages,Yield,2015,16125,kg/ha
Mauritius,Cabbages,Yield,2016,18415,kg/ha
Mauritius,Cabbages,Yield,2017,18668,kg/ha
Mauritius,Cabbages,Yield,2018,15497.9,kg/ha
Mauritius,Cabbages,Yield,2019,14609.2,kg/ha
Mauritius,Cabbages,Yield,2020,14014,kg/ha
Mauritius,Cabbages,Yield,2021,13085.2,kg/ha
Mauritius,Cabbages,Yield,2022,18929.7,kg/ha
Mauritius,Cabbages,Yield,2023,36354.6,kg/ha
Mauritius,Cabbages,Production,2000,10823,t
Mauritius,Cabbages,Production,2001,11663,t
Mauritius,Cabbages,Production,2002,8252,t
Mauritius,Cabbages,Production,2003,6279,t
Mauritius,Cabbages,Production,2004,6522,t
Mauritius,Cabbages,Production,2005,4766,t
Mauritius,Cabbages,Production,2006,4546,t
Mauritius,Cabbages,Production,2007,4430,t
Mauritius,Cabbages,Production,2008,3733,t
Mauritius,Cabbages,Production,2009,4644,t
Mauritius,Cabbages,Production,2010,4782,t
Mauritius,Cabbages,Production,2011,5119,t
Mauritius,Cabbages,Production,2012,4539,t
Mauritius,Cabbages,Production,2013,4863,t
Mauritius,Cabbages,Production,2014,4279,t
Mauritius,Cabbages,Production,2015,3870,t
Mauritius,Cabbages,Production,2016,4659,t
Mauritius,Cabbages,Production,2017,4779,t
Mauritius,Cabbages,Production,2018,3642,t
Mauritius,Cabbages,Production,2019,3477,t
Mauritius,Cabbages,Production,2020,4008,t
Mauritius,Cabbages,Production,2021,3533,t
Mauritius,Cabbages,Production,2022,5925,t
Mauritius,Cabbages,Production,2023,13124,t
Mauritius,Carrots and turnips,Area harvested,2000,680,ha
Mauritius,Carrots and turnips,Area harvested,2001,719,ha
Mauritius,Carrots and turnips,Area harvested,2002,509,ha
Mauritius,Carrots and turnips,Area harvested,2003,320,ha
Mauritius,Carrots and turnips,Area harvested,2004,377,ha
Mauritius,Carrots and turnips,Area harvested,2005,262,ha
Mauritius,Carrots and turnips,Area harvested,2006,265,ha
Mauritius,Carrots and turnips,Area harvested,2007,304,ha
Mauritius,Carrots and turnips,Area harvested,2008,310,ha
Mauritius,Carrots and turnips,Area harvested,2009,384,ha
Mauritius,Carrots and turnips,Area harvested,2010,370,ha
Mauritius,Carrots and turnips,Area harvested,2011,322,ha
Mauritius,Carrots and turnips,Area harvested,2012,325,ha
Mauritius,Carrots and turnips,Area harvested,2013,358,ha
Mauritius,Carrots and turnips,Area harvested,2014,319,ha
Mauritius,Carrots and turnips,Area harvested,2015,309,ha
Mauritius,Carrots and turnips,Area harvested,2016,298,ha
Mauritius,Carrots and turnips,Area harvested,2017,317,ha
Mauritius,Carrots and turnips,Area harvested,2018,357,ha
Mauritius,Carrots and turnips,Area harvested,2019,354,ha
Mauritius,Carrots and turnips,Area harvested,2020,262,ha
Mauritius,Carrots and turnips,Area harvested,2021,321,ha
Mauritius,Carrots and turnips,Area harvested,2022,337,ha
Mauritius,Carrots and turnips,Area harvested,2023,433,ha
Mauritius,Carrots and turnips,Yield,2000,16854.4,kg/ha
Mauritius,Carrots and turnips,Yield,2001,16731.6,kg/ha
Mauritius,Carrots and turnips,Yield,2002,16994.1,kg/ha
Mauritius,Carrots and turnips,Yield,2003,15775,kg/ha
Mauritius,Carrots and turnips,Yield,2004,15493.4,kg/ha
Mauritius,Carrots and turnips,Yield,2005,15015.3,kg/ha
Mauritius,Carrots and turnips,Yield,2006,15634,kg/ha
Mauritius,Carrots and turnips,Yield,2007,15934.2,kg/ha
Mauritius,Carrots and turnips,Yield,2008,15112.9,kg/ha
Mauritius,Carrots and turnips,Yield,2009,19380.2,kg/ha
Mauritius,Carrots and turnips,Yield,2010,14700,kg/ha
Mauritius,Carrots and turnips,Yield,2011,16431.7,kg/ha
Mauritius,Carrots and turnips,Yield,2012,13858.5,kg/ha
Mauritius,Carrots and turnips,Yield,2013,13888.3,kg/ha
Mauritius,Carrots and turnips,Yield,2014,13887.1,kg/ha
Mauritius,Carrots and turnips,Yield,2015,13561.8,kg/ha
Mauritius,Carrots and turnips,Yield,2016,17210.2,kg/ha
Mauritius,Carrots and turnips,Yield,2017,14567.6,kg/ha
Mauritius,Carrots and turnips,Yield,2018,13621.8,kg/ha
Mauritius,Carrots and turnips,Yield,2019,14858.8,kg/ha
Mauritius,Carrots and turnips,Yield,2020,13564.9,kg/ha
Mauritius,Carrots and turnips,Yield,2021,13043.6,kg/ha
Mauritius,Carrots and turnips,Yield,2022,13492.6,kg/ha
Mauritius,Carrots and turnips,Yield,2023,16549.7,kg/ha
Mauritius,Carrots and turnips,Production,2000,11461,t
Mauritius,Carrots and turnips,Production,2001,12030,t
Mauritius,Carrots and turnips,Production,2002,8650,t
Mauritius,Carrots and turnips,Production,2003,5048,t
Mauritius,Carrots and turnips,Production,2004,5841,t
Mauritius,Carrots and turnips,Production,2005,3934,t
Mauritius,Carrots and turnips,Production,2006,4143,t
Mauritius,Carrots and turnips,Production,2007,4844,t
Mauritius,Carrots and turnips,Production,2008,4685,t
Mauritius,Carrots and turnips,Production,2009,7442,t
Mauritius,Carrots and turnips,Production,2010,5439,t
Mauritius,Carrots and turnips,Production,2011,5291,t
Mauritius,Carrots and turnips,Production,2012,4504,t
Mauritius,Carrots and turnips,Production,2013,4972,t
Mauritius,Carrots and turnips,Production,2014,4430,t
Mauritius,Carrots and turnips,Production,2015,4183.8,t
Mauritius,Carrots and turnips,Production,2016,5135.02,t
Mauritius,Carrots and turnips,Production,2017,4624.73,t
Mauritius,Carrots and turnips,Production,2018,4863,t
Mauritius,Carrots and turnips,Production,2019,5260,t
Mauritius,Carrots and turnips,Production,2020,3554,t
Mauritius,Carrots and turnips,Production,2021,4187,t
Mauritius,Carrots and turnips,Production,2022,4547,t
Mauritius,Carrots and turnips,Production,2023,7166,t
Mauritius,"Cassava, fresh",Area harvested,2000,10,ha
Mauritius,"Cassava, fresh",Area harvested,2001,13,ha
Mauritius,"Cassava, fresh",Area harvested,2002,13,ha
Mauritius,"Cassava, fresh",Area harvested,2003,9,ha
Mauritius,"Cassava, fresh",Area harvested,2004,12,ha
Mauritius,"Cassava, fresh",Area harvested,2005,14,ha
Mauritius,"Cassava, fresh",Area harvested,2006,14,ha
Mauritius,"Cassava, fresh",Area harvested,2007,17,ha
Mauritius,"Cassava, fresh",Area harvested,2008,22,ha
Mauritius,"Cassava, fresh",Area harvested,2009,30,ha
Mauritius,"Cassava, fresh",Area harvested,2010,34,ha
Mauritius,"Cassava, fresh",Area harvested,2011,24,ha
Mauritius,"Cassava, fresh",Area harvested,2012,40,ha
Mauritius,"Cassava, fresh",Area harvested,2013,37,ha
Mauritius,"Cassava, fresh",Area harvested,2014,31,ha
Mauritius,"Cassava, fresh",Area harvested,2015,71,ha
Mauritius,"Cassava, fresh",Area harvested,2016,45,ha
Mauritius,"Cassava, fresh",Area harvested,2017,35,ha
Mauritius,"Cassava, fresh",Area harvested,2018,56,ha
Mauritius,"Cassava, fresh",Area harvested,2019,56,ha
Mauritius,"Cassava, fresh",Area harvested,2020,37,ha
Mauritius,"Cassava, fresh",Area harvested,2021,88,ha
Mauritius,"Cassava, fresh",Area harvested,2022,88,ha
Mauritius,"Cassava, fresh",Area harvested,2023,102,ha
Mauritius,"Cassava, fresh",Yield,2000,15100,kg/ha
Mauritius,"Cassava, fresh",Yield,2001,14307.7,kg/ha
Mauritius,"Cassava, fresh",Yield,2002,10769.2,kg/ha
Mauritius,"Cassava, fresh",Yield,2003,14444.4,kg/ha
Mauritius,"Cassava, fresh",Yield,2004,18750,kg/ha
Mauritius,"Cassava, fresh",Yield,2005,14714.3,kg/ha
Mauritius,"Cassava, fresh",Yield,2006,16428.6,kg/ha
Mauritius,"Cassava, fresh",Yield,2007,14117.6,kg/ha
Mauritius,"Cassava, fresh",Yield,2008,13636.4,kg/ha
Mauritius,"Cassava, fresh",Yield,2009,14666.7,kg/ha
Mauritius,"Cassava, fresh",Yield,2010,13205.9,kg/ha
Mauritius,"Cassava, fresh",Yield,2011,12500,kg/ha
Mauritius,"Cassava, fresh",Yield,2012,12500,kg/ha
Mauritius,"Cassava, fresh",Yield,2013,13702.7,kg/ha
Mauritius,"Cassava, fresh",Yield,2014,15032.3,kg/ha
Mauritius,"Cassava, fresh",Yield,2015,12591.5,kg/ha
Mauritius,"Cassava, fresh",Yield,2016,12838.9,kg/ha
Mauritius,"Cassava, fresh",Yield,2017,13285.7,kg/ha
Mauritius,"Cassava, fresh",Yield,2018,12160.7,kg/ha
Mauritius,"Cassava, fresh",Yield,2019,12767.9,kg/ha
Mauritius,"Cassava, fresh",Yield,2020,16108.1,kg/ha
Mauritius,"Cassava, fresh",Yield,2021,12625,kg/ha
Mauritius,"Cassava, fresh",Yield,2022,14500,kg/ha
Mauritius,"Cassava, fresh",Yield,2023,14735.3,kg/ha
Mauritius,"Cassava, fresh",Production,2000,151,t
Mauritius,"Cassava, fresh",Production,2001,186,t
Mauritius,"Cassava, fresh",Production,2002,140,t
Mauritius,"Cassava, fresh",Production,2003,130,t
Mauritius,"Cassava, fresh",Production,2004,225,t
Mauritius,"Cassava, fresh",Production,2005,206,t
Mauritius,"Cassava, fresh",Production,2006,230,t
Mauritius,"Cassava, fresh",Production,2007,240,t
Mauritius,"Cassava, fresh",Production,2008,300,t
Mauritius,"Cassava, fresh",Production,2009,440,t
Mauritius,"Cassava, fresh",Production,2010,449,t
Mauritius,"Cassava, fresh",Production,2011,300,t
Mauritius,"Cassava, fresh",Production,2012,500,t
Mauritius,"Cassava, fresh",Production,2013,507,t
Mauritius,"Cassava, fresh",Production,2014,466,t
Mauritius,"Cassava, fresh",Production,2015,894,t
Mauritius,"Cassava, fresh",Production,2016,573.9,t
Mauritius,"Cassava, fresh",Production,2017,465,t
Mauritius,"Cassava, fresh",Production,2018,681,t
Mauritius,"Cassava, fresh",Production,2019,715,t
Mauritius,"Cassava, fresh",Production,2020,596,t
Mauritius,"Cassava, fresh",Production,2021,1111,t
Mauritius,"Cassava, fresh",Production,2022,1276,t
Mauritius,"Cassava, fresh",Production,2023,1503,t
Mauritius,Cattle,Stocks,2000,27000,An
Mauritius,Cattle,Stocks,2001,11000,An
Mauritius,Cattle,Stocks,2002,8800,An
Mauritius,Cattle,Stocks,2003,8100,An
Mauritius,Cattle,Stocks,2004,8180,An
Mauritius,Cattle,Stocks,2005,6700,An
Mauritius,Cattle,Stocks,2006,6934,An
Mauritius,Cattle,Stocks,2007,7203,An
Mauritius,Cattle,Stocks,2008,7327,An
Mauritius,Cattle,Stocks,2009,7237,An
Mauritius,Cattle,Stocks,2010,7491,An
Mauritius,Cattle,Stocks,2011,6596,An
Mauritius,Cattle,Stocks,2012,7302,An
Mauritius,Cattle,Stocks,2013,7240,An
Mauritius,Cattle,Stocks,2014,6041,An
Mauritius,Cattle,Stocks,2015,5898,An
Mauritius,Cattle,Stocks,2016,4533,An
Mauritius,Cattle,Stocks,2017,3815,An
Mauritius,Cattle,Stocks,2018,3985,An
Mauritius,Cattle,Stocks,2019,3484,An
Mauritius,Cattle,Stocks,2020,4754,An
Mauritius,Cattle,Stocks,2021,3734,An
Mauritius,Cattle,Stocks,2022,3512,An
Mauritius,Cattle,Stocks,2023,3400,An
Mauritius,"Cattle fat, unrendered",Production,2000,35.32,t
Mauritius,"Cattle fat, unrendered",Production,2001,24.63,t
Mauritius,"Cattle fat, unrendered",Production,2002,30.35,t
Mauritius,"Cattle fat, unrendered",Production,2003,31.21,t
Mauritius,"Cattle fat, unrendered",Production,2004,35.7,t
Mauritius,"Cattle fat, unrendered",Production,2005,36.3,t
Mauritius,"Cattle fat, unrendered",Production,2006,33.38,t
Mauritius,"Cattle fat, unrendered",Production,2007,21.68,t
Mauritius,"Cattle fat, unrendered",Production,2008,22.28,t
Mauritius,"Cattle fat, unrendered",Production,2009,25,t
Mauritius,"Cattle fat, unrendered",Production,2010,26.3,t
Mauritius,"Cattle fat, unrendered",Production,2011,31.34,t
Mauritius,"Cattle fat, unrendered",Production,2012,26.24,t
Mauritius,"Cattle fat, unrendered",Production,2013,22.96,t
Mauritius,"Cattle fat, unrendered",Production,2014,22.95,t
Mauritius,"Cattle fat, unrendered",Production,2015,24.05,t
Mauritius,"Cattle fat, unrendered",Production,2016,19.77,t
Mauritius,"Cattle fat, unrendered",Production,2017,19.4,t
Mauritius,"Cattle fat, unrendered",Production,2018,20.87,t
Mauritius,"Cattle fat, unrendered",Production,2019,20.99,t
Mauritius,"Cattle fat, unrendered",Production,2020,19.85,t
Mauritius,"Cattle fat, unrendered",Production,2021,19.82,t
Mauritius,"Cattle fat, unrendered",Production,2022,22.51,t
Mauritius,"Cattle fat, unrendered",Production,2023,22.27,t
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2000,15200,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2001,12000,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2002,13200,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2003,13000,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2004,14500,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2005,13450,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2006,14040,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2007,8514,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2008,12600,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2009,12000,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2010,10000,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2011,12000,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2012,10411,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2013,9768,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2014,8953,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2015,8054,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2016,7125,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2017,7151,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2018,7443,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2019,7303,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2020,6525,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2021,6494,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2022,7721,An
Mauritius,"Cattle fat, unrendered",Producing Animals/Slaughtered,2023,7425,An
Mauritius,Cauliflowers and broccoli,Area harvested,2000,120,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2001,106,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2002,104,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2003,104,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2004,127,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2005,91,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2006,75,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2007,82,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2008,62,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2009,73,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2010,70,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2011,92,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2012,94,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2013,120,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2014,138,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2015,118,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2016,125,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2017,123,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2018,100,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2019,71,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2020,86,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2021,99,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2022,95,ha
Mauritius,Cauliflowers and broccoli,Area harvested,2023,133,ha
Mauritius,Cauliflowers and broccoli,Yield,2000,17041.7,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2001,19943.4,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2002,20153.8,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2003,18269.2,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2004,23787.4,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2005,22252.7,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2006,18546.7,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2007,19890.2,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2008,19500,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2009,23013.7,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2010,21042.9,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2011,20184.8,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2012,19000,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2013,18491.7,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2014,17333.3,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2015,17796.6,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2016,18402.5,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2017,16748,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2018,14870,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2019,11605.6,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2020,10662.8,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2021,10333.3,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2022,11652.6,kg/ha
Mauritius,Cauliflowers and broccoli,Yield,2023,17496.2,kg/ha
