"date","Temperature_in_degree_celsius","Precipitation_in_mm","Humidity_percent","Solar_radiation_kWh_m2"
2000-01-01,24.85,0.89,76.29,26.5
2000-01-02,25.2,0.99,75.12,26.04
2000-01-03,25.31,0.22,73.12,27.57
2000-01-04,25.59,0.19,71.09,28.51
2000-01-05,25.1,0.1,72.46,26.89
2000-01-06,24.91,8.98,75.97,22.29
2000-01-07,24.96,2.89,75.72,25.92
2000-01-08,25.33,1.03,77.58,21.32
2000-01-09,25.81,4.02,78.65,24.72
2000-01-10,26.15,1.85,78.5,26.29
2000-01-11,25.88,0.83,77,24.29
2000-01-12,26.14,1.68,76.07,18.39
2000-01-13,25.46,26.11,80.82,5.5
2000-01-14,26.13,10.41,84.63,17.83
2000-01-15,26.99,2.45,80.62,27.19
2000-01-16,26.68,2.45,83.98,26.38
2000-01-17,26.59,0.98,79.52,26.93
2000-01-18,27.36,0.08,77.55,27.44
2000-01-19,28,0.46,76.38,27.13
2000-01-20,28.09,1.07,76.28,27.7
2000-01-21,28.05,0.48,72.57,28.81
2000-01-22,28.14,0.9,73.43,27.95
2000-01-23,27.67,0.49,74.01,28.48
2000-01-24,27.17,2.24,76.46,21.3
2000-01-25,27.09,0.79,74.67,23.16
2000-01-26,27.15,1.72,74.88,19.11
2000-01-27,27.33,9.66,77.51,16.69
2000-01-28,26.3,45.33,81.98,4.03
2000-01-29,26.35,21.93,85.04,8.98
2000-01-30,26.67,9.15,86.77,21.63
2000-01-31,26.33,6.69,85.9,17.56
2000-02-01,26.27,2.29,79.73,25.01
2000-02-02,26.08,0.48,72.49,27.09
2000-02-03,26.04,0.36,74.75,25.42
2000-02-04,26.1,0.11,77.63,22.54
2000-02-05,26.82,0.24,78.4,27.21
2000-02-06,27.06,0.52,80.51,26.22
2000-02-07,26.71,0.86,79.45,24.22
2000-02-08,26.72,2.5,79.32,24.2
2000-02-09,26.53,3.5,80.98,22.11
2000-02-10,26.44,0.81,80.06,22.47
2000-02-11,26.43,0.27,77.64,25.96
2000-02-12,26.31,1.45,76.76,23.82
2000-02-13,26.63,6.33,82.66,22.74
2000-02-14,26.02,4.98,82.76,19.94
2000-02-15,25.61,15.93,87.39,13.38
2000-02-16,26.19,4.91,86.56,16.69
2000-02-17,25.7,4.63,85.06,20.9
2000-02-18,25.58,2.61,82.41,23.47
2000-02-19,25.7,1.06,76.6,22.51
2000-02-20,25.49,0.86,73.5,24.96
2000-02-21,25.73,0.79,75.94,25.56
2000-02-22,25.7,1.71,77.62,23.58
2000-02-23,25.39,0.57,75.04,25.8
2000-02-24,25.68,0.47,70.21,26.75
2000-02-25,25.74,0.71,68.14,26.61
2000-02-26,25.76,0.59,76.5,23.98
2000-02-27,25.95,1.08,78.33,23.02
2000-02-28,26,1.39,77.65,21.15
2000-02-29,26.3,3,80.82,23.31
2000-03-01,26.03,2.47,79.26,20.96
2000-03-02,26.16,1.04,76.29,22.45
2000-03-03,25.92,1.71,77,24.04
2000-03-04,25.71,1.18,76.57,25
2000-03-05,25.82,0.75,74.6,24.31
2000-03-06,25.7,1.31,71.93,25.38
2000-03-07,25.57,2.29,75.67,21.06
2000-03-08,25.64,0.78,73.14,19.7
2000-03-09,25.67,1.76,75.62,22.91
2000-03-10,25.74,0.91,74.37,21.3
2000-03-11,25.48,0.86,73.63,21.48
2000-03-12,25.76,1.14,74.65,21.2
2000-03-13,25.74,0.31,72.19,23.47
2000-03-14,25.46,0.74,73.85,20.04
2000-03-15,25.74,0.22,72.9,20.13
2000-03-16,25.94,5.99,83.26,20.92
2000-03-17,25.83,11.5,83.58,16.87
2000-03-18,25.62,0.72,77.3,20.36
2000-03-19,25.63,1.63,76.09,19.43
2000-03-20,25.71,1.41,78.08,20.47
2000-03-21,25.98,0.32,77.11,23.55
2000-03-22,25.87,0.5,75.57,19.83
2000-03-23,25.86,0.62,72.71,21.19
2000-03-24,25.92,1.15,76.87,22.7
2000-03-25,25.83,0.23,73.32,22.77
2000-03-26,25.87,0.25,75.66,22.71
2000-03-27,26.27,0.59,79.44,22.6
2000-03-28,25.98,0.59,77.12,21.37
2000-03-29,25.64,0.4,74.78,22.57
2000-03-30,25.75,0.67,77.54,20.99
2000-03-31,26.03,0.32,78.59,19.06
2000-04-01,26.29,5.16,82.25,16.44
2000-04-02,26.08,0.94,71.65,20.34
2000-04-03,25.8,0.6,69.61,20.6
2000-04-04,25.79,0.83,70.48,18.88
2000-04-05,25.72,0.82,68.69,20.59
2000-04-06,25.48,1.1,70.95,21.79
2000-04-07,25.5,0.84,73.89,20.57
2000-04-08,25.34,0.69,66.53,22.05
2000-04-09,25.42,0.48,63.54,21.21
2000-04-10,24.85,0.54,72.25,17.86
2000-04-11,24.92,0.96,72.02,21.37
2000-04-12,25.18,2.79,76.02,16.92
2000-04-13,25.19,2.81,77.62,20.69
2000-04-14,25.8,12.14,82.78,13.2
2000-04-15,25.96,1.53,76.06,20.02
2000-04-16,25.94,0.87,73.22,19.38
2000-04-17,25.51,0.33,71.29,20.53
2000-04-18,25.67,0.84,76.39,19.46
2000-04-19,25.51,1.08,71.24,20.2
2000-04-20,25.13,0.29,71.56,20.08
2000-04-21,25.27,0.54,74.43,19.4
2000-04-22,25.29,0.54,75.83,18.97
2000-04-23,25.91,6.15,80.62,12.03
2000-04-24,25.92,18.47,84.12,5.85
2000-04-25,25.81,7.88,82.28,13.27
2000-04-26,25.5,0.58,77.11,19.06
2000-04-27,25.45,0.34,75.13,18
2000-04-28,25.61,0.21,72.98,17.69
2000-04-29,25.05,0.37,75.73,18.18
2000-04-30,24.88,0.4,74.37,18.47
2000-05-01,24.57,5.14,79.82,15.82
2000-05-02,24.38,3.26,76.73,10.8
2000-05-03,24.39,0.03,64.6,17.81
2000-05-04,24.52,0.39,62.09,17.14
2000-05-05,24.65,1,67.52,15.03
2000-05-06,24.58,1.1,68.88,17.07
2000-05-07,24.82,0.61,69.6,16.18
2000-05-08,24.66,0.44,71.9,17.01
2000-05-09,24.59,1.3,77.15,14.83
2000-05-10,24.9,1.85,78.57,16.82
2000-05-11,24.89,2.34,82.08,14.22
2000-05-12,24.86,1.05,82.84,17.03
2000-05-13,24.93,0.14,77.39,17.39
2000-05-14,24.77,0.24,77.19,17.07
2000-05-15,25.26,0.29,76.4,17.22
2000-05-16,25.35,0.7,76.77,16.31
2000-05-17,24.69,0.72,76.4,16.31
2000-05-18,23.85,0.2,74.95,16.57
2000-05-19,23.56,0.49,75.88,13.64
2000-05-20,23.72,0.26,74.72,16.75
2000-05-21,23.83,0.55,74.13,12.55
2000-05-22,23.88,0.07,70.5,16.8
2000-05-23,24.42,0.62,70.38,16.12
2000-05-24,23.72,2.37,78.05,15.93
2000-05-25,23.86,0.31,72.14,16.67
2000-05-26,23.57,1.37,75.44,14.68
2000-05-27,23.68,0.23,69.14,16
2000-05-28,23.89,0.67,69.28,13.99
2000-05-29,23.84,2.57,75.62,9.71
2000-05-30,24.11,0.33,76.27,11.93
2000-05-31,24.04,0.34,75.34,15.22
2000-06-01,23.9,1.29,76.82,14.69
2000-06-02,23.63,0.65,76.74,14.58
2000-06-03,23.38,1.34,75.73,15.72
2000-06-04,22.96,1.12,70.56,10.85
2000-06-05,22.85,0.66,64.59,11.44
2000-06-06,22.65,1.08,65.56,14.12
2000-06-07,22.53,0.65,66.04,14.09
2000-06-08,22.41,1.36,66.98,11.26
2000-06-09,22.85,0.85,65.49,14.17
2000-06-10,22.26,0.43,69.22,13.32
2000-06-11,22.06,0.76,71.75,13.45
2000-06-12,22.62,0.82,69.1,15.62
2000-06-13,22.77,0.82,69.32,13.93
2000-06-14,22.81,0.54,66.61,15.49
2000-06-15,22.79,1.58,74.14,12.81
2000-06-16,23.24,0.15,65.43,15.95
2000-06-17,22.66,0.37,69.45,16.07
2000-06-18,22.37,0.62,67.95,14.91
2000-06-19,22.86,0.44,71.21,15.31
2000-06-20,22.73,0.98,73.04,15.42
2000-06-21,22.94,1.5,74.68,15.03
2000-06-22,22.9,0.41,64.72,15.3
2000-06-23,22.88,0.83,68.64,12.67
2000-06-24,22.89,0.21,64.16,15.57
2000-06-25,22.56,1.74,76.6,14.51
2000-06-26,22.54,2.48,78,10.18
2000-06-27,22.43,3.41,79.5,15.33
2000-06-28,21.78,3.82,77.88,14.73
2000-06-29,20.69,0.59,68.59,13.15
2000-06-30,20.43,0.19,63.6,13.96
2000-07-01,20.54,3.43,69.46,13.53
2000-07-02,20.93,1.72,66.45,12.35
2000-07-03,21.57,2.6,71.77,15.33
2000-07-04,21.86,1.89,75.56,14.73
2000-07-05,22.22,0.84,76.27,12
2000-07-06,22.39,0.69,75.46,15.29
2000-07-07,22.17,0.64,74.31,11.88
2000-07-08,22.39,1.93,75.55,13.39
2000-07-09,21.62,1.14,71.19,13.91
2000-07-10,21.14,1.33,68.58,12.69
2000-07-11,21.13,1.74,69.11,11.76
2000-07-12,21.07,2.08,69.23,11.24
2000-07-13,21.5,1.49,70.03,12.73
2000-07-14,21.82,1.05,68.98,16.1
2000-07-15,22.02,0.74,71.95,13.62
2000-07-16,21.96,1,71.74,16.14
2000-07-17,22.08,1.99,78.14,14.57
2000-07-18,21.76,1.19,75.5,11.41
2000-07-19,21.23,0.14,76.99,14.94
2000-07-20,21.84,0.53,76.09,16.03
2000-07-21,21.94,0.5,73.56,16.71
2000-07-22,21.1,0.19,71.94,16.61
2000-07-23,20.89,0.19,68.55,17.39
2000-07-24,20.71,0.83,73.41,12.77
2000-07-25,20.77,1.32,72.29,11.95
2000-07-26,21.18,1.69,73.21,15.08
2000-07-27,21.64,0.5,72.87,14.46
2000-07-28,21.66,0.66,66.6,16.81
2000-07-29,21.57,0.73,69.69,15.47
2000-07-30,21.51,0.94,69.33,17.26
2000-07-31,21.57,1.08,79.21,15.61
2000-08-01,21.59,6.01,82.75,12.07
2000-08-02,21.12,7.32,88.16,8.24
2000-08-03,21.64,5.6,81.62,14.47
2000-08-04,21.27,0.84,72.91,16.53
2000-08-05,21.36,0.33,68.38,17.72
2000-08-06,21.69,1.34,73.61,15.86
2000-08-07,21.76,0.78,78.54,15.56
2000-08-08,21.85,2.93,85.84,11.68
2000-08-09,21.47,4.19,82.66,10.37
2000-08-10,21.17,0.76,77.22,17.6
2000-08-11,20.7,1.86,74.02,15.54
2000-08-12,20.62,0.47,67.83,16.27
2000-08-13,21.03,6.64,79.89,10.65
2000-08-14,21.5,0.73,76.9,17.4
2000-08-15,21.35,0.17,74.44,19.93
2000-08-16,20.96,1.8,77.15,16.62
2000-08-17,21.17,0.58,70.3,17.07
2000-08-18,21.39,0.35,64.35,18.19
2000-08-19,21.07,0.8,68.76,17
2000-08-20,21.04,0.84,70.56,20.44
2000-08-21,20.96,0.42,74.74,20.22
2000-08-22,20.85,1.48,68.82,18.73
2000-08-23,20.75,1.23,65.1,17.3
2000-08-24,20.58,2.31,66.12,18.06
2000-08-25,20.5,0.97,64.97,20.18
2000-08-26,20.59,1.16,65.58,16.3
2000-08-27,20.75,0.81,66.14,15.39
2000-08-28,21.08,1.12,66.45,20.86
2000-08-29,21.12,0.44,70.2,19.6
2000-08-30,21.35,1.47,68.34,19.87
2000-08-31,21.46,1.68,75.3,16.71
2000-09-01,21.57,0.79,73.46,20.82
2000-09-02,21.38,0.82,72.12,18.63
2000-09-03,21.52,0.55,64.45,21.52
2000-09-04,21.62,1.98,64.71,16.08
2000-09-05,21.87,1.5,66.81,17.68
2000-09-06,21.41,1.64,71.31,18.48
2000-09-07,21.57,0.47,65.93,22.54
2000-09-08,21.79,0.01,66.72,21.97
2000-09-09,21.53,0.1,72.59,18.15
2000-09-10,20.28,0.89,68.06,15.44
2000-09-11,20.98,1.67,67.02,20.29
2000-09-12,21.43,3.75,76.11,21.71
2000-09-13,21.39,1.12,72.62,18.42
2000-09-14,21.95,0.94,72.53,20.75
2000-09-15,22.43,0.21,63.28,23.49
2000-09-16,21.99,0.63,70.45,23.61
2000-09-17,20.49,1.38,67.16,16.75
2000-09-18,20.47,0.93,67.87,17.39
2000-09-19,21.11,1.1,64.84,20.33
2000-09-20,21.28,0.46,68.71,20.52
2000-09-21,21.24,0.98,68.78,19.32
2000-09-22,21.41,0.86,67.52,18.24
2000-09-23,21.55,1.47,73.48,21.07
2000-09-24,21.22,2.96,72.36,19.05
2000-09-25,21.14,1.03,64.5,17.5
2000-09-26,20.78,1.7,65.76,20.66
2000-09-27,21.46,1.72,70.47,22.45
2000-09-28,22.03,4.04,76.95,23.65
2000-09-29,22.24,2.73,77.66,21.12
2000-09-30,22.03,2.27,69.58,24.13
2000-10-01,21.86,2.81,64.12,24.07
2000-10-02,22,2.66,66.69,22.26
2000-10-03,22.13,4.47,72.56,16.2
2000-10-04,22.22,0.6,70.26,21.63
2000-10-05,22.39,2.33,77.49,16.4
2000-10-06,22.27,0.34,74.46,23.34
2000-10-07,22.35,0.26,73.12,25.9
2000-10-08,22.25,4.75,78.36,13.23
2000-10-09,22.17,1.17,66.87,24.32
2000-10-10,22.49,5.9,76.52,24.91
2000-10-11,22.69,2.13,77.02,24.11
2000-10-12,22.71,1.03,73.72,21.72
2000-10-13,22.53,1.02,66.11,27.07
2000-10-14,22.28,0.11,66.88,26.84
2000-10-15,22.42,0,69.9,26.88
2000-10-16,22.25,0,68.06,26.75
2000-10-17,21.36,1.78,70.35,22.44
2000-10-18,21.29,1.01,63.82,18.68
2000-10-19,21.87,3.7,68.97,20.39
2000-10-20,22.18,4.51,76.66,12.72
2000-10-21,23.05,2.77,77.02,25.12
2000-10-22,23.32,4.23,81.78,21.27
2000-10-23,23.42,0.81,80.25,24.14
2000-10-24,23.51,0.67,78.06,26.18
2000-10-25,23.41,1.33,74.92,26.59
2000-10-26,22.83,0.07,73.17,27.71
2000-10-27,22.62,0.63,73.92,26.64
2000-10-28,22.88,0.26,69.7,25.47
2000-10-29,23.64,0.3,69.84,24.84
2000-10-30,23.68,0.76,71.27,25.98
2000-10-31,23.32,1.86,69.08,23.92
2000-11-01,23.05,1.21,69.26,26.76
2000-11-02,22.84,1.11,72.36,25.97
2000-11-03,23.06,0.3,70.51,28.17
2000-11-04,23.14,0.36,70.44,27.49
2000-11-05,23.01,0.42,71.92,26.75
2000-11-06,23.37,1.43,71.4,27.38
2000-11-07,23.38,2.03,69.29,27.71
2000-11-08,23.02,0.23,68.51,29.01
2000-11-09,23.3,3.56,74.6,27.35
2000-11-10,23.68,4.69,75.86,26.94
2000-11-11,23.71,0.09,71.24,29.37
2000-11-12,23.48,0.22,71.13,29.35
2000-11-13,23.09,0.46,72.68,26.24
2000-11-14,23.03,1.73,73.5,26.86
2000-11-15,23.21,1.47,70.44,29.41
2000-11-16,23.48,0.45,69.7,27.39
2000-11-17,23.74,0.42,64.9,27.62
2000-11-18,24.13,0.42,65.22,28.95
2000-11-19,23.96,1.05,74.87,24.46
2000-11-20,23.49,1.39,71.14,24.61
2000-11-21,23.34,1.21,68.19,22.78
2000-11-22,23.9,0.49,67.66,26.34
2000-11-23,23.99,2.9,74.86,26.71
2000-11-24,23.84,4.81,82.55,21.35
2000-11-25,24.34,0.64,78.87,25.79
2000-11-26,24.18,0.79,73.1,27.04
2000-11-27,24.41,1.73,73.82,25.7
2000-11-28,24.5,0.62,70.27,27.89
2000-11-29,24.5,1.03,72.95,22.59
2000-11-30,24.64,1.01,73.46,21.81
2000-12-01,24.83,1.38,75.36,20.46
2000-12-02,24.95,0.37,75.23,28.4
2000-12-03,24.99,0.28,76.3,27.02
2000-12-04,25.09,1.11,77.36,22
2000-12-05,24.97,0.53,73.36,25.15
2000-12-06,25.02,0.5,71.3,26.46
2000-12-07,24.94,0.72,71.93,21.99
2000-12-08,24.93,1.22,71.63,25.45
2000-12-09,24.98,1.75,71.7,21.09
2000-12-10,25.33,0.57,67.69,27.85
2000-12-11,25.33,0.33,68.77,27.55
2000-12-12,25.64,0.12,70.92,26.87
2000-12-13,26.04,0.92,75.63,27.49
2000-12-14,26.31,0.34,75.68,29.03
2000-12-15,26.33,1.32,72.84,27.5
2000-12-16,26.05,0.72,70.91,28.36
2000-12-17,26.11,0.16,68.7,26.76
2000-12-18,25.96,0.15,69.12,28.35
2000-12-19,26,1.05,72.82,25.69
2000-12-20,25.87,0.79,68.21,28.64
2000-12-21,25.87,0.36,68.93,28.42
2000-12-22,25.74,4.37,77.13,18.41
2000-12-23,25.86,5.78,80.53,17
2000-12-24,26.19,0.58,77.2,18.59
2000-12-25,26.58,0.12,74.14,26.8
2000-12-26,26.56,0.76,78.32,26.34
2000-12-27,26.55,0.47,73.07,24.65
2000-12-28,26.47,0.26,70.18,24.22
2000-12-29,26.23,0.37,72.44,29.56
2000-12-30,26.4,0.98,69.49,28.83
2000-12-31,26.67,1.33,72.15,26.06
2001-01-01,26.73,0.85,72.12,25.07
2001-01-02,26.69,0.33,72,26.42
2001-01-03,26.75,0.49,74.58,25.13
2001-01-04,26.56,0.57,78.38,22.56
2001-01-05,26.91,2.34,83.34,22.22
2001-01-06,26.85,31.01,84.33,15.08
2001-01-07,26.69,4.19,83.35,22.57
2001-01-08,26.69,1.76,76.75,23.3
2001-01-09,26.61,0.61,75.79,25.22
2001-01-10,26.35,1.12,77.13,25.83
2001-01-11,26.4,0.43,74.82,27.59
2001-01-12,26.61,0.18,72.97,26.37
2001-01-13,27.14,3.32,78.13,21.1
2001-01-14,26.71,2.39,76.4,18.64
2001-01-15,26.72,3.09,77.42,20.1
2001-01-16,26.78,2.91,80.03,22.99
2001-01-17,27.33,0.57,76.83,25.66
2001-01-18,27.56,0.12,74.61,25.21
2001-01-19,27.46,1.36,77.32,25.64
2001-01-20,27.27,2.6,77.31,21.01
2001-01-21,26.92,9.73,79.93,18.81
2001-01-22,26.91,3.3,77.99,19.96
2001-01-23,26.91,0.28,75.7,20.55
2001-01-24,27.14,1.16,76.49,26.26
2001-01-25,27.22,0.34,71.31,26.17
2001-01-26,27.92,0.23,69.36,23.9
2001-01-27,28.01,0.78,70.03,24.42
2001-01-28,27.91,3.23,74.91,26.65
2001-01-29,27.41,7.91,76.92,21.54
2001-01-30,26.71,12.87,82.05,23.43
2001-01-31,26.97,5.02,80.48,20.45
2001-02-01,26.6,1.34,79.54,21.87
2001-02-02,26.82,0.62,75.31,24.04
2001-02-03,26.87,0.19,72.11,26.41
2001-02-04,27.01,0.72,74.68,23.15
2001-02-05,26.99,1.49,74,23.43
2001-02-06,27.32,0.41,71.51,25
2001-02-07,27.33,0.07,73.24,27.36
2001-02-08,27.03,4.53,79.36,14.92
2001-02-09,27.42,3.15,79.94,24.6
2001-02-10,27.84,0.21,73.54,26.55
2001-02-11,27.96,0.24,71.56,26.16
2001-02-12,27.52,0.25,71.75,22.44
2001-02-13,27.2,2.39,73.13,26.28
2001-02-14,26.79,3.45,76.83,23.97
2001-02-15,26.85,5.07,77.36,25.5
2001-02-16,26.98,5.3,76.08,15.29
2001-02-17,26.77,8.18,77.19,15.69
2001-02-18,26.82,3.04,76.65,20.77
2001-02-19,27.14,3.39,75.55,24.11
2001-02-20,27.24,0.88,75.19,24.21
2001-02-21,27.06,3.55,76.22,22.62
2001-02-22,27,1.09,71.54,24.63
2001-02-23,27.33,1.34,72.18,21.89
2001-02-24,27.42,0.8,71.51,23.52
2001-02-25,27.13,0.83,72.99,20.92
2001-02-26,27.35,2,70.55,25.14
2001-02-27,27.07,8.78,77.86,17.37
2001-02-28,27.74,1.55,71.5,24.14
2001-03-01,27.33,2.74,76.84,17.02
2001-03-02,27.34,1.05,73.5,20.7
2001-03-03,27.01,0.15,70.34,22.92
2001-03-04,26.99,1.13,69.1,24.09
2001-03-05,26.79,4.36,75.91,17.83
2001-03-06,26.92,0.04,72.3,25.38
2001-03-07,27.13,0.52,72.73,25.79
2001-03-08,27.41,0.94,74.24,22.88
2001-03-09,26.99,0.51,73.53,24.73
2001-03-10,26.93,0.87,73.06,23.58
2001-03-11,27.13,2.11,71.86,19.56
2001-03-12,27.07,1.91,70.32,23.71
2001-03-13,26.85,1.21,70.09,23.12
2001-03-14,26.23,0.52,72.2,23.49
2001-03-15,26.12,2.22,75.32,18.54
2001-03-16,26.55,0.94,74.32,20.55
2001-03-17,26.63,3.66,76,21.07
2001-03-18,26.81,0.32,74.79,21.96
2001-03-19,27.1,0.87,75.77,21.87
2001-03-20,27.12,0.49,75.08,21.95
2001-03-21,27.04,1.94,77.83,23.18
2001-03-22,26.95,10.99,81.58,19.82
2001-03-23,26.61,7.75,83.3,18.73
2001-03-24,26.56,7.33,80.72,16.8
2001-03-25,26.62,3.25,80.48,19.69
2001-03-26,27.21,0.58,75.75,22.54
2001-03-27,27.25,0.46,75.79,21.01
2001-03-28,27.1,0.21,73.28,22.55
2001-03-29,26.98,0.07,74.78,22.57
2001-03-30,26.81,0.21,75.98,22.35
2001-03-31,26.75,1.03,76.82,21.3
2001-04-01,26.81,0.55,73.69,21.19
2001-04-02,26.91,0.84,73.46,20.43
2001-04-03,27.06,0.83,71.51,20.51
2001-04-04,27.03,1.41,70.88,21.12
2001-04-05,27.12,1.76,76.57,16.15
2001-04-06,26.71,5.91,77.7,17.14
2001-04-07,27.2,1.17,76.2,20.83
2001-04-08,27.4,0.21,72.76,21.87
2001-04-09,27.07,1.8,73.01,21.12
2001-04-10,26.72,2.92,76.35,17.91
2001-04-11,26.57,6,81.4,16.12
2001-04-12,25.47,8.15,80.55,13.99
2001-04-13,25.61,3.75,76,16.89
2001-04-14,25.97,5.34,80.2,11.65
2001-04-15,26.65,5.24,81.74,16.14
2001-04-16,26.58,10.67,84.26,12.6
2001-04-17,26.66,3.02,79.16,19.94
2001-04-18,25.15,0.2,77.76,21.02
2001-04-19,25.38,0.9,73.33,20.68
2001-04-20,25.92,3.93,81.98,17.66
2001-04-21,25.93,1.98,80.3,13.91
2001-04-22,25.64,0.45,75.3,17.9
2001-04-23,25.39,0.43,74.89,16.45
2001-04-24,24.94,0.14,72.84,18.97
2001-04-25,24.93,1.08,74.88,17.67
2001-04-26,25.07,1.33,73.76,17.95
2001-04-27,24.76,0.03,67.15,19.71
2001-04-28,25.15,0.47,69.9,18.76
2001-04-29,25.53,1.15,78.77,17.66
2001-04-30,26.08,0.7,78.33,17.04
2001-05-01,25.9,0.37,76.27,19.09
2001-05-02,25.94,0.58,77.07,18.48
2001-05-03,26.65,0.29,75.93,18.24
2001-05-04,26.52,0.96,79.48,17.61
2001-05-05,26.04,0.35,73.17,19.07
2001-05-06,26.33,1.67,79.93,16.38
2001-05-07,26.07,1.43,78.07,16.15
2001-05-08,26.03,0.06,74.54,18.03
2001-05-09,25.5,0.21,74.87,17.03
2001-05-10,24.84,0.47,75.22,12.99
2001-05-11,24.33,0.01,65.97,17.42
2001-05-12,24.35,0.32,71.84,16.02
2001-05-13,24.65,1.16,71.41,16.85
2001-05-14,24.65,0.43,69.33,16.73
2001-05-15,24.63,0.92,71.59,14.17
2001-05-16,24.72,0.1,73.5,12.23
2001-05-17,24.88,1.35,73.22,9.33
2001-05-18,24.6,3.16,77.34,12.72
2001-05-19,24.93,0.45,71.46,16.97
2001-05-20,24.56,0.51,70.39,15.85
2001-05-21,24.82,0.25,69.45,16.2
2001-05-22,25.08,0.41,67.24,16.23
2001-05-23,24.76,2.36,76.13,15.46
2001-05-24,24.54,2.24,73.82,16.34
2001-05-25,23.83,5.89,77.58,14.1
2001-05-26,24.02,1.7,73.96,15.7
2001-05-27,24.48,0.47,72.75,15.5
2001-05-28,24.24,0.48,72.77,16
2001-05-29,24.14,2.12,78.51,12.82
2001-05-30,24.43,1.41,79.82,14.38
2001-05-31,24.06,2.26,77.24,16.06
2001-06-01,23.34,0.01,75.26,16.24
2001-06-02,23,0.4,68.29,15.2
2001-06-03,23.31,0.8,65.72,12.87
2001-06-04,23.71,0.73,69.28,14.8
2001-06-05,23.8,0.54,65.15,12.66
2001-06-06,23.49,0.34,66.63,12.83
2001-06-07,22.29,2.29,72.11,14.29
2001-06-08,21.06,0.29,63.88,11.36
2001-06-09,21.01,1.07,67.4,12.81
2001-06-10,21.75,0.97,68.06,10.14
2001-06-11,21.66,1.67,67.09,9.83
2001-06-12,22.37,1.59,66.67,12.38
2001-06-13,22.39,1.34,63.31,15.02
2001-06-14,21.92,0.42,64.28,9.93
2001-06-15,22.27,0.6,65.31,14.39
2001-06-16,22.44,1.55,70.63,13.61
2001-06-17,21.62,0.29,66.09,15.78
2001-06-18,21.52,0,57.5,15.08
2001-06-19,22.19,0.94,64.74,14.65
2001-06-20,21.47,2.98,76.22,13.41
2001-06-21,21.72,0.9,71.32,15.13
2001-06-22,22.62,0.8,70.51,12.93
2001-06-23,22.7,1.19,68.92,15.65
2001-06-24,22.18,0.06,73.73,15.05
2001-06-25,21.73,1,76.23,10.96
2001-06-26,21.27,1.84,72.44,12.69
2001-06-27,21.15,0.95,68.28,13.19
2001-06-28,21.32,0.67,67.11,14.34
2001-06-29,21.9,0.38,67.74,15.92
2001-06-30,22.1,0.6,69.09,16.02
2001-07-01,22.3,0.65,71.18,14.92
2001-07-02,22.26,0.39,71.03,13.37
2001-07-03,21.89,1.48,74.04,13.39
2001-07-04,22.13,3.2,75.3,11.51
2001-07-05,22.2,0.76,69,14.36
2001-07-06,22.25,2.15,66.13,14.27
2001-07-07,21.68,0.76,71.83,13.58
2001-07-08,21,0.91,70.86,14.02
2001-07-09,20.63,1.52,70.24,12.57
2001-07-10,20.67,0.29,67.47,15.91
2001-07-11,21.09,0.78,71.13,13.53
2001-07-12,21.43,0.56,69.68,14.86
2001-07-13,21.14,0.69,74.67,15.08
2001-07-14,20.73,1.92,71.55,15.94
2001-07-15,20.73,0.27,66.53,16.84
2001-07-16,20.67,0,65.49,17.13
2001-07-17,21.06,0,65.4,16.8
2001-07-18,21.25,0.2,69.79,15.86
2001-07-19,22.22,3.26,82.2,12.62
2001-07-20,22.72,1.6,87.28,15.31
2001-07-21,22.9,0.93,83.29,14.5
2001-07-22,22.1,1.77,80.41,16.06
2001-07-23,21.39,2.14,75.64,13.82
2001-07-24,21.2,0.84,67.37,17.47
2001-07-25,21.81,0.42,64.41,13.5
2001-07-26,21.77,0.39,68.43,15.11
2001-07-27,21.63,1.99,74.26,11.95
2001-07-28,21.61,1.26,70.36,13.49
2001-07-29,21.47,1.67,70.6,13.37
2001-07-30,21.82,0.4,71.5,16.33
2001-07-31,21.12,1.01,73.8,17.79
2001-08-01,19.65,2.43,73.89,15.73
2001-08-02,19.83,1.12,70.45,13.8
2001-08-03,20.78,2.43,77.53,12.74
2001-08-04,21.53,0.96,79.54,14.43
2001-08-05,21.71,1.53,81.51,13.5
2001-08-06,21.32,0.18,75.43,17.86
2001-08-07,21.21,1.49,78.52,15.17
2001-08-08,22.31,2.4,85.62,13.06
2001-08-09,22.43,1.57,82.74,17.15
2001-08-10,22.22,0.28,77.41,19.32
2001-08-11,21.84,0.1,79.11,19.27
2001-08-12,21.63,0.83,75.94,18.51
2001-08-13,22.28,0.86,71.98,19.29
2001-08-14,22.77,1.46,73.04,17.49
2001-08-15,22.07,0,74.2,20.01
2001-08-16,21.99,0.02,74.72,19.82
2001-08-17,22.42,0.05,74.36,19.73
2001-08-18,22.37,1.04,75.1,18.98
2001-08-19,22.28,2.32,75.28,14.01
2001-08-20,21.62,0.42,70.12,18.51
2001-08-21,21.52,0.25,66.03,16.56
2001-08-22,22,0.46,66.03,17.92
2001-08-23,22.01,1.5,72.65,17.55
2001-08-24,22.43,0.79,63.45,18.12
2001-08-25,22.58,0.62,63.71,18.2
2001-08-26,22.63,0.94,65.63,19.87
2001-08-27,22.1,1.16,68.81,18.28
2001-08-28,22.27,0.51,71.78,18.84
2001-08-29,22.3,1.55,68.14,17.52
2001-08-30,22.22,0.87,68.25,17.04
2001-08-31,21.58,0.81,66.15,20.14
